"Site","BUFF_DIST","LC_class20","LC_class33","LC_class34","LC_class50","LC_class110","LC_class120","LC_class210","LC_class220","LC_class230"
"LU15_31","3000","0.0087719298245614","0","0.0087719298245614","0.087719298245614","0.157894736842105","0.166666666666667","0.149122807017544","0.324561403508772","0.0964912280701754"
"LU15_32","3000","0.0181818181818182","0","0.00909090909090909","0.0636363636363636","0.136363636363636","0.190909090909091","0.2","0.309090909090909","0.0727272727272727"
"LU15_20","3000","0.0227272727272727","0","0.0227272727272727","0.0454545454545455","0.113636363636364","0.454545454545455","0.0454545454545455","0.272727272727273","0.0227272727272727"
"LU15_21","3000","0","0","0.0188679245283019","0.132075471698113","0.132075471698113","0.30188679245283","0.0566037735849057","0.30188679245283","0.0566037735849057"
"LU15_23","3000","0.0158730158730159","0","0.0158730158730159","0.126984126984127","0.111111111111111","0.317460317460317","0.0952380952380952","0.253968253968254","0.0634920634920635"
"LU15_41","3000","0.0149253731343284","0","0.0149253731343284","0.134328358208955","0.164179104477612","0.283582089552239","0.104477611940299","0.223880597014925","0.0597014925373134"
"LU15_25","3000","0.2","0","0.0181818181818182","0.145454545454545","0.127272727272727","0.0363636363636364","0.109090909090909","0.254545454545455","0.109090909090909"
"LU15_09","3000","0.0980392156862745","0","0.0196078431372549","0.156862745098039","0.137254901960784","0.117647058823529","0.137254901960784","0.235294117647059","0.0980392156862745"
"LU15_24","3000","0.0192307692307692","0","0.0192307692307692","0.0961538461538462","0.0961538461538462","0.384615384615385","0.0961538461538462","0.25","0.0384615384615385"
"LU15_46","3000","0","0","0.0192307692307692","0.115384615384615","0.115384615384615","0.326923076923077","0.0576923076923077","0.307692307692308","0.0576923076923077"
"LU15_40","3000","0.0769230769230769","0","0","0.179487179487179","0.0512820512820513","0","0.512820512820513","0.0769230769230769","0.102564102564103"
"LU15_16","3000","0.119047619047619","0","0","0.214285714285714","0.0238095238095238","0","0.380952380952381","0.142857142857143","0.119047619047619"
"LU15_04","3000","0.258064516129032","0","0.0161290322580645","0.145161290322581","0.129032258064516","0.0483870967741935","0.17741935483871","0.145161290322581","0.0806451612903226"
"LU15_36","3000","0.362068965517241","0","0","0.172413793103448","0.120689655172414","0.0517241379310345","0.0689655172413793","0.137931034482759","0.0862068965517241"
"LU15_03","3000","0","0","0.0133333333333333","0.146666666666667","0.146666666666667","0.293333333333333","0.0933333333333333","0.226666666666667","0.08"
"LU15_15","3000","0.0140845070422535","0","0.0140845070422535","0.112676056338028","0.183098591549296","0.352112676056338","0.112676056338028","0.154929577464789","0.0563380281690141"
"LU15_14","3000","0.0147058823529412","0","0.0147058823529412","0.0882352941176471","0.147058823529412","0.308823529411765","0.0882352941176471","0.279411764705882","0.0588235294117647"
"LU15_22","3000","0.0491803278688525","0","0.0163934426229508","0.131147540983607","0.0819672131147541","0.0983606557377049","0.278688524590164","0.229508196721311","0.114754098360656"
"LU15_61","3000","0.0810810810810811","0","0.0135135135135135","0.148648648648649","0.0810810810810811","0.0810810810810811","0.283783783783784","0.216216216216216","0.0945945945945946"
"LU21_106","3000","0.19047619047619","0","0","0.130952380952381","0.166666666666667","0","0.130952380952381","0.202380952380952","0.178571428571429"
"LU21_10","3000","0.0921052631578947","0","0","0.223684210526316","0.157894736842105","0","0.105263157894737","0.197368421052632","0.223684210526316"
"LU21_16","3000","0.148148148148148","0","0","0.203703703703704","0.0925925925925926","0","0.0555555555555556","0.222222222222222","0.277777777777778"
"LU21_107","3000","0.12280701754386","0.0087719298245614","0.0087719298245614","0.140350877192982","0.271929824561404","0","0.149122807017544","0.140350877192982","0.157894736842105"
"LU21_41","3000","0.0357142857142857","0","0.0178571428571429","0.196428571428571","0.0714285714285714","0","0.107142857142857","0.232142857142857","0.339285714285714"
"LU21_63","3000","0.0689655172413793","0","0","0.206896551724138","0.103448275862069","0","0.0517241379310345","0.258620689655172","0.310344827586207"
"LU21_27","3000","0.292134831460674","0","0","0.134831460674157","0.168539325842697","0","0.0561797752808989","0.134831460674157","0.213483146067416"
"LU21_23","3000","0.1953125","0","0.0078125","0.09375","0.125","0","0.1640625","0.265625","0.1484375"
"LU21_21","3000","0.12","0","0","0.106666666666667","0.133333333333333","0","0.2","0.226666666666667","0.213333333333333"
"LU21_82","3000","0.109756097560976","0","0.0121951219512195","0.0365853658536585","0.146341463414634","0","0.219512195121951","0.170731707317073","0.304878048780488"
"LU21_871","3000","0.173913043478261","0","0","0.188405797101449","0.144927536231884","0","0.188405797101449","0.188405797101449","0.115942028985507"
"LU21_164","3000","0.0821917808219178","0","0.0136986301369863","0.205479452054795","0.0684931506849315","0","0.0684931506849315","0.287671232876712","0.273972602739726"
"LU21_36","3000","0.0972222222222222","0","0.0138888888888889","0.194444444444444","0.0833333333333333","0","0.111111111111111","0.25","0.25"
"LU21_14","3000","0.313432835820896","0","0","0.238805970149254","0.0895522388059701","0","0.104477611940299","0.134328358208955","0.119402985074627"
"LU21_32","3000","0.147058823529412","0","0","0.176470588235294","0.235294117647059","0","0.0441176470588235","0.161764705882353","0.235294117647059"
"LU21_126","3000","0.2","0","0","0.114285714285714","0.228571428571429","0","0.0666666666666667","0.2","0.19047619047619"
"LU21_122","3000","0.179775280898876","0","0","0.0561797752808989","0.112359550561798","0","0.179775280898876","0.280898876404494","0.191011235955056"
"LU21_56","3000","0.185567010309278","0","0","0.0824742268041237","0.103092783505155","0","0.134020618556701","0.309278350515464","0.185567010309278"
"LU21_57","3000","0.114285714285714","0","0","0.1","0.1","0","0.2","0.242857142857143","0.242857142857143"
"LU21_09","3000","0.193548387096774","0","0","0.161290322580645","0.193548387096774","0","0.0645161290322581","0.209677419354839","0.17741935483871"
"LU21_98","3000","0.0957446808510638","0","0.0106382978723404","0.287234042553192","0.0957446808510638","0","0.0957446808510638","0.25531914893617","0.159574468085106"
"LU21_119","3000","0.117647058823529","0","0","0.164705882352941","0.211764705882353","0","0.105882352941176","0.188235294117647","0.211764705882353"
"LU21_52","3000","0.175438596491228","0.0087719298245614","0.0087719298245614","0.210526315789474","0.166666666666667","0","0.12280701754386","0.166666666666667","0.140350877192982"
"LU21_59","3000","0.117647058823529","0","0","0.235294117647059","0.352941176470588","0","0.147058823529412","0.0882352941176471","0.0588235294117647"
"LU21_68","3000","0.0493827160493827","0.00617283950617284","0.00617283950617284","0.209876543209877","0.148148148148148","0","0.222222222222222","0.222222222222222","0.135802469135802"
"LU21_109","3000","0.157894736842105","0.0087719298245614","0.0087719298245614","0.140350877192982","0.175438596491228","0","0.175438596491228","0.175438596491228","0.157894736842105"
"LU21_93","3000","0.127118644067797","0","0.00847457627118644","0.0847457627118644","0.110169491525424","0","0.23728813559322","0.203389830508475","0.228813559322034"
"LU21_114","3000","0.0555555555555556","0","0.0111111111111111","0.177777777777778","0.3","0","0.155555555555556","0.222222222222222","0.0777777777777778"
"LU21_105","3000","0.0638297872340425","0","0.0106382978723404","0.106382978723404","0.24468085106383","0","0.127659574468085","0.340425531914894","0.106382978723404"
"LU21_100","3000","0.137254901960784","0.00980392156862745","0.00980392156862745","0.254901960784314","0.166666666666667","0","0.127450980392157","0.156862745098039","0.137254901960784"
"LU21_74","3000","0.122222222222222","0","0.0111111111111111","0.266666666666667","0.133333333333333","0","0.0666666666666667","0.233333333333333","0.166666666666667"
"LU21_78","3000","0.0853658536585366","0","0.0121951219512195","0.170731707317073","0.121951219512195","0","0.182926829268293","0.268292682926829","0.158536585365854"
"LU21_153","3000","0.043956043956044","0","0.010989010989011","0.131868131868132","0.208791208791209","0","0.186813186813187","0.230769230769231","0.186813186813187"
"LU21_06","3000","0.109756097560976","0","0.0121951219512195","0.158536585365854","0.146341463414634","0","0.182926829268293","0.304878048780488","0.0853658536585366"
"LU21_116","3000","0.125","0","0.0125","0.175","0.2625","0","0.1125","0.2","0.1125"
"LU21_97","3000","0.158730158730159","0","0","0.19047619047619","0.301587301587302","0","0.111111111111111","0.174603174603175","0.0634920634920635"
"LU01_13","3000","0.0338983050847458","0","0","0.305084745762712","0.0508474576271186","0","0.169491525423729","0.186440677966102","0.254237288135593"
"LU01_30","3000","0.0303030303030303","0","0","0.181818181818182","0.0454545454545455","0","0.227272727272727","0.227272727272727","0.287878787878788"
"LU01_85","3000","0.0131578947368421","0","0","0.276315789473684","0.0263157894736842","0","0.223684210526316","0.236842105263158","0.223684210526316"
"LU01_66","3000","0.0166666666666667","0","0","0.233333333333333","0","0","0.25","0.2","0.3"
"LU01_76","3000","0.032258064516129","0","0","0.209677419354839","0.0161290322580645","0","0.209677419354839","0.225806451612903","0.306451612903226"
"LU01_73","3000","0.0746268656716418","0","0","0.283582089552239","0.0149253731343284","0","0.149253731343284","0.194029850746269","0.283582089552239"
"LU01_75","3000","0.0491803278688525","0","0","0.245901639344262","0.0163934426229508","0","0.163934426229508","0.213114754098361","0.311475409836066"
"LU01_47","3000","0.0172413793103448","0","0.0172413793103448","0.310344827586207","0.172413793103448","0","0.103448275862069","0.206896551724138","0.172413793103448"
"LU01_74","3000","0.0754716981132075","0","0.0188679245283019","0.132075471698113","0.113207547169811","0.0566037735849057","0.0566037735849057","0.245283018867925","0.30188679245283"
"LU01_44","3000","0.0512820512820513","0","0.0256410256410256","0.333333333333333","0.205128205128205","0","0.153846153846154","0.128205128205128","0.102564102564103"
"LU01_41","3000","0.0769230769230769","0","0.0153846153846154","0.123076923076923","0.123076923076923","0.0769230769230769","0.169230769230769","0.215384615384615","0.2"
"LU01_64","3000","0.032258064516129","0","0.032258064516129","0.225806451612903","0.0645161290322581","0","0.225806451612903","0.161290322580645","0.258064516129032"
"LU01_86","3000","0","0","0.037037037037037","0.259259259259259","0.296296296296296","0","0.185185185185185","0.111111111111111","0.111111111111111"
"LU01_79","3000","0.0384615384615385","0","0.0384615384615385","0.384615384615385","0.0769230769230769","0","0.230769230769231","0.115384615384615","0.115384615384615"
"LU01_63","3000","0","0","0","0.333333333333333","0.111111111111111","0","0.111111111111111","0.277777777777778","0.166666666666667"
"LU01_72","3000","0","0","0","0.482142857142857","0.0357142857142857","0","0.0714285714285714","0.196428571428571","0.214285714285714"
"LU01_67","3000","0.119047619047619","0","0","0.238095238095238","0.0476190476190476","0","0.19047619047619","0.142857142857143","0.261904761904762"
"LU01_77","3000","0.05","0","0.025","0.475","0.025","0","0.05","0.15","0.225"
"LU01_32","3000","0.104166666666667","0","0","0.229166666666667","0.0416666666666667","0","0.166666666666667","0.208333333333333","0.25"
"LU01_36","3000","0.0625","0","0.0208333333333333","0.291666666666667","0.0416666666666667","0","0.125","0.229166666666667","0.229166666666667"
"LU01_84","3000","0.0256410256410256","0","0.0256410256410256","0.358974358974359","0.0256410256410256","0","0.0769230769230769","0.230769230769231","0.256410256410256"
"LU01_25","3000","0.024390243902439","0","0.024390243902439","0.51219512195122","0.024390243902439","0","0.0487804878048781","0.146341463414634","0.219512195121951"
"LU01_83","3000","0.108695652173913","0","0","0.239130434782609","0.0434782608695652","0","0.152173913043478","0.217391304347826","0.239130434782609"
"LU01_80","3000","0.0434782608695652","0","0.0217391304347826","0.41304347826087","0.0217391304347826","0","0.0652173913043478","0.195652173913043","0.239130434782609"
"LU01_70","3000","0.0212765957446809","0","0.0212765957446809","0.191489361702128","0.0851063829787234","0.0212765957446809","0.234042553191489","0.191489361702128","0.234042553191489"
"LU01_48","3000","0.0416666666666667","0","0.0208333333333333","0.270833333333333","0.229166666666667","0","0.145833333333333","0.145833333333333","0.145833333333333"
"LU01_45","3000","0.0652173913043478","0","0.0217391304347826","0.391304347826087","0.108695652173913","0","0.0652173913043478","0.173913043478261","0.173913043478261"
"LU01_11","3000","0.0731707317073171","0","0.024390243902439","0.365853658536585","0.146341463414634","0.024390243902439","0.146341463414634","0.121951219512195","0.0975609756097561"
"LU01_40","3000","0.0208333333333333","0","0.0208333333333333","0.145833333333333","0.104166666666667","0.0833333333333333","0.166666666666667","0.25","0.208333333333333"
"LU01_06","3000","0.1","0","0.0166666666666667","0.233333333333333","0.05","0.0166666666666667","0.166666666666667","0.216666666666667","0.2"
"LU01_10","3000","0.102040816326531","0","0.0204081632653061","0.183673469387755","0.0408163265306122","0","0.26530612244898","0.142857142857143","0.244897959183673"
"LU01_43","3000","0.0181818181818182","0","0.0181818181818182","0.309090909090909","0.127272727272727","0.0363636363636364","0.145454545454545","0.236363636363636","0.109090909090909"
"LU01_71","3000","0.0149253731343284","0","0.0149253731343284","0.283582089552239","0.104477611940299","0","0.0597014925373134","0.298507462686567","0.223880597014925"
"LU01_22","3000","0","0","0.0185185185185185","0.333333333333333","0.0185185185185185","0","0.0925925925925926","0.277777777777778","0.259259259259259"
"LU01_60","3000","0.037037037037037","0","0.037037037037037","0.518518518518518","0.0740740740740741","0","0","0.111111111111111","0.222222222222222"
"LU01_78","3000","0","0","0","0.388888888888889","0.166666666666667","0","0.166666666666667","0.111111111111111","0.166666666666667"
"LU01_46","3000","0.0172413793103448","0","0.0172413793103448","0.327586206896552","0.120689655172414","0","0.137931034482759","0.241379310344828","0.137931034482759"
"LU01_82","3000","0","0","0.0149253731343284","0.0895522388059701","0.223880597014925","0.283582089552239","0.0298507462686567","0.313432835820896","0.0447761194029851"
"LU01_27","3000","0.072463768115942","0","0","0.260869565217391","0.0144927536231884","0","0.217391304347826","0.144927536231884","0.289855072463768"
"LU13_18","3250","0","0","0","0.0256410256410256","0.0769230769230769","0","0.333333333333333","0.128205128205128","0.435897435897436"
"LU13_15","3250","0.0263157894736842","0","0","0.0394736842105263","0.0657894736842105","0","0.197368421052632","0.236842105263158","0.434210526315789"
"LU13_03","3250","0.13","0","0","0.18","0.22","0","0.11","0.26","0.1"
"LU13_34","3250","0.074468085106383","0","0","0.148936170212766","0.223404255319149","0","0.127659574468085","0.287234042553192","0.138297872340426"
"LU13_57","3250","0.153846153846154","0","0.0153846153846154","0.153846153846154","0.153846153846154","0","0.123076923076923","0.323076923076923","0.0769230769230769"
"LU13_16","3250","0.0192307692307692","0","0","0.0576923076923077","0.0769230769230769","0","0.288461538461538","0.134615384615385","0.423076923076923"
"LU13_21","3250","0","0","0","0.027027027027027","0.0540540540540541","0","0.378378378378378","0.0810810810810811","0.459459459459459"
"LU13_37","3250","0.0133333333333333","0","0","0.0933333333333333","0.2","0","0.2","0.28","0.213333333333333"
"LU13_55","3250","0.151515151515152","0","0","0.166666666666667","0.212121212121212","0","0.0909090909090909","0.227272727272727","0.151515151515152"
"LU13_47","3250","0.0641025641025641","0","0.0128205128205128","0.0769230769230769","0.0769230769230769","0","0.230769230769231","0.358974358974359","0.179487179487179"
"LU13_51","3250","0.142857142857143","0","0","0.285714285714286","0.19047619047619","0","0.0238095238095238","0.19047619047619","0.166666666666667"
"LU13_27","3250","0.19047619047619","0","0","0.261904761904762","0.0952380952380952","0","0.0714285714285714","0.261904761904762","0.119047619047619"
"LU13_05","3250","0.163636363636364","0","0","0.272727272727273","0.0727272727272727","0","0.109090909090909","0.290909090909091","0.0909090909090909"
"LU13_26","3250","0.169491525423729","0","0","0.288135593220339","0.203389830508475","0","0.0677966101694915","0.135593220338983","0.135593220338983"
"LU13_35","3250","0.0561797752808989","0","0","0.112359550561798","0.179775280898876","0","0.168539325842697","0.303370786516854","0.179775280898876"
"LU13_13","3250","0.0975609756097561","0","0","0.219512195121951","0.231707317073171","0","0.109756097560976","0.146341463414634","0.195121951219512"
"LU13_128","3250","0.0465116279069767","0","0","0.22093023255814","0.267441860465116","0","0.104651162790698","0.162790697674419","0.197674418604651"
"LU13_131","3250","0.0531914893617021","0","0","0.202127659574468","0.234042553191489","0","0.159574468085106","0.138297872340426","0.212765957446809"
"LU13_12","3250","0.0416666666666667","0","0","0.166666666666667","0.260416666666667","0","0.145833333333333","0.1875","0.197916666666667"
"LU13_33","3250","0.0294117647058824","0","0","0.156862745098039","0.215686274509804","0","0.156862745098039","0.235294117647059","0.205882352941176"
"LU13_32","3250","0.0102040816326531","0","0","0.142857142857143","0.214285714285714","0","0.183673469387755","0.23469387755102","0.214285714285714"
"LU13_30","3250","0.0232558139534884","0","0","0.13953488372093","0.22093023255814","0","0.174418604651163","0.232558139534884","0.209302325581395"
"LU13_53","3250","0.163265306122449","0","0","0.224489795918367","0.102040816326531","0","0.163265306122449","0.224489795918367","0.122448979591837"
"LU13_22","3250","0.0555555555555556","0","0.0138888888888889","0.0972222222222222","0.0972222222222222","0","0.25","0.263888888888889","0.222222222222222"
"LU13_19","3250","0.0416666666666667","0","0.0138888888888889","0.0833333333333333","0.152777777777778","0","0.222222222222222","0.333333333333333","0.152777777777778"
"LU13_45","3250","0.05","0","0.0166666666666667","0.133333333333333","0.2","0","0.233333333333333","0.233333333333333","0.133333333333333"
"LU13_08","3250","0.0731707317073171","0","0.024390243902439","0.292682926829268","0.219512195121951","0","0.121951219512195","0.24390243902439","0.024390243902439"
"LU13_43","3250","0.0697674418604651","0","0.0232558139534884","0.209302325581395","0.255813953488372","0","0.186046511627907","0.209302325581395","0.0465116279069767"
"LU13_41","3250","0.104166666666667","0","0","0.333333333333333","0.166666666666667","0","0.145833333333333","0.208333333333333","0.0416666666666667"
"LU13_59","3250","0.113207547169811","0","0","0.264150943396226","0.113207547169811","0","0.169811320754717","0.245283018867925","0.0943396226415094"
"LU13_06","3250","0.163934426229508","0","0","0.278688524590164","0.131147540983607","0","0.147540983606557","0.213114754098361","0.0655737704918033"
"LU13_14","3250","0.0943396226415094","0","0","0.339622641509434","0.113207547169811","0","0.132075471698113","0.226415094339623","0.0943396226415094"
"LU13_52","3250","0.04","0","0","0.0933333333333333","0.2","0","0.186666666666667","0.293333333333333","0.186666666666667"
"LU13_36","3250","0.0128205128205128","0","0","0.102564102564103","0.205128205128205","0","0.166666666666667","0.269230769230769","0.243589743589744"
"LU13_38","3250","0.0571428571428571","0","0","0.157142857142857","0.2","0","0.142857142857143","0.228571428571429","0.214285714285714"
"LU13_20","3250","0.05","0","0.0125","0.1375","0.05","0","0.2375","0.3125","0.2"
"LU13_17","3250","0.0449438202247191","0","0.0112359550561798","0.0898876404494382","0.112359550561798","0","0.224719101123595","0.359550561797753","0.157303370786517"
"LU13_56","3250","0.0319148936170213","0.0106382978723404","0.0106382978723404","0.0851063829787234","0.148936170212766","0","0.223404255319149","0.319148936170213","0.170212765957447"
"LU13_49","3250","0.0963855421686747","0","0.0120481927710843","0.0963855421686747","0.120481927710843","0","0.180722891566265","0.36144578313253","0.132530120481928"
"LU13_70","3250","0.144736842105263","0","0.0131578947368421","0.157894736842105","0.131578947368421","0","0.118421052631579","0.355263157894737","0.0789473684210526"
"LU13_11","3250","0.0869565217391304","0","0.0108695652173913","0.141304347826087","0.0760869565217391","0","0.152173913043478","0.402173913043478","0.130434782608696"
"LU15_44","3250","0.0769230769230769","0","0","0.288461538461538","0.115384615384615","0","0.173076923076923","0.25","0.0961538461538462"
"LU15_11","3250","0.113207547169811","0","0","0.264150943396226","0.132075471698113","0","0.132075471698113","0.226415094339623","0.132075471698113"
"LU15_19","3250","0.0784313725490196","0","0","0.313725490196078","0.0980392156862745","0","0.176470588235294","0.215686274509804","0.117647058823529"
"LU15_07","3250","0.125","0","0.0138888888888889","0.166666666666667","0.125","0.152777777777778","0.111111111111111","0.208333333333333","0.0972222222222222"
"LU15_34","3250","0.1875","0","0.0104166666666667","0.177083333333333","0.145833333333333","0.135416666666667","0.0729166666666667","0.1875","0.0833333333333333"
"LU15_37","3250","0.0454545454545455","0","0.0113636363636364","0.181818181818182","0.125","0.0340909090909091","0.272727272727273","0.227272727272727","0.102272727272727"
"LU15_18","3250","0.204081632653061","0","0","0.204081632653061","0.183673469387755","0.0204081632653061","0.122448979591837","0.183673469387755","0.0816326530612245"
"LU15_43","3250","0.0784313725490196","0","0","0.274509803921569","0.156862745098039","0","0.215686274509804","0.176470588235294","0.0980392156862745"
"LU15_10","3250","0.121951219512195","0","0","0.268292682926829","0.195121951219512","0","0.170731707317073","0.146341463414634","0.0975609756097561"
"LU15_58","3250","0.16","0","0.02","0.26","0.16","0","0.18","0.1","0.12"
"LU15_08","3250","0.170212765957447","0","0","0.212765957446809","0.127659574468085","0","0.127659574468085","0.212765957446809","0.148936170212766"
"LU15_12","3250","0.0714285714285714","0","0.0142857142857143","0.2","0.0714285714285714","0.0285714285714286","0.242857142857143","0.242857142857143","0.128571428571429"
"LU15_17","3250","0.0888888888888889","0","0","0.2","0.0444444444444444","0","0.444444444444444","0.111111111111111","0.111111111111111"
"LU15_01","3250","0","0","0.0144927536231884","0.231884057971014","0.115942028985507","0.173913043478261","0.101449275362319","0.304347826086957","0.0579710144927536"
"LU15_26","3250","0.0138888888888889","0","0.0138888888888889","0.222222222222222","0.111111111111111","0.180555555555556","0.111111111111111","0.291666666666667","0.0555555555555556"
"LU15_27","3250","0.0263157894736842","0","0.0131578947368421","0.223684210526316","0.157894736842105","0.144736842105263","0.0921052631578947","0.289473684210526","0.0526315789473684"
"LU15_28","3250","0.0298507462686567","0","0.0149253731343284","0.208955223880597","0.17910447761194","0.104477611940299","0.119402985074627","0.253731343283582","0.0895522388059701"
"LU15_02","3250","0.0119047619047619","0","0.0119047619047619","0.154761904761905","0.166666666666667","0.119047619047619","0.166666666666667","0.273809523809524","0.0952380952380952"
"LU15_29","3250","0","0","0.00925925925925926","0.111111111111111","0.148148148148148","0.148148148148148","0.194444444444444","0.287037037037037","0.101851851851852"
"LU15_30","3250","0.0078740157480315","0","0.0078740157480315","0.110236220472441","0.149606299212598","0.149606299212598","0.15748031496063","0.322834645669291","0.094488188976378"
"LU15_31","3250","0.0150375939849624","0","0.0075187969924812","0.0827067669172932","0.142857142857143","0.165413533834586","0.172932330827068","0.330827067669173","0.0827067669172932"
"LU15_32","3250","0.024","0","0.008","0.08","0.128","0.176","0.184","0.32","0.08"
"LU15_20","3250","0.0188679245283019","0","0.0188679245283019","0.0754716981132075","0.0943396226415094","0.452830188679245","0.0566037735849057","0.264150943396226","0.0188679245283019"
"LU15_21","3250","0","0","0.0169491525423729","0.135593220338983","0.11864406779661","0.271186440677966","0.0847457627118644","0.305084745762712","0.0677966101694915"
"LU15_23","3250","0.0140845070422535","0","0.0140845070422535","0.112676056338028","0.126760563380282","0.338028169014085","0.0985915492957746","0.225352112676056","0.0704225352112676"
"LU15_41","3250","0.012987012987013","0","0.012987012987013","0.116883116883117","0.168831168831169","0.311688311688312","0.103896103896104","0.207792207792208","0.0649350649350649"
"LU15_25","3250","0.206349206349206","0","0.0158730158730159","0.158730158730159","0.142857142857143","0.0476190476190476","0.0952380952380952","0.238095238095238","0.0952380952380952"
"LU15_09","3250","0.1","0","0.0166666666666667","0.166666666666667","0.116666666666667","0.116666666666667","0.133333333333333","0.266666666666667","0.0833333333333333"
"LU15_24","3250","0.0166666666666667","0","0.0166666666666667","0.1","0.116666666666667","0.35","0.0833333333333333","0.283333333333333","0.0333333333333333"
"LU15_46","3250","0","0","0.0169491525423729","0.11864406779661","0.101694915254237","0.288135593220339","0.0847457627118644","0.322033898305085","0.0677966101694915"
"LU15_40","3250","0.0714285714285714","0","0","0.19047619047619","0.0476190476190476","0","0.523809523809524","0.0714285714285714","0.0952380952380952"
"LU15_16","3250","0.104166666666667","0","0","0.208333333333333","0.0208333333333333","0","0.375","0.166666666666667","0.125"
"LU15_04","3250","0.233766233766234","0","0.012987012987013","0.142857142857143","0.12987012987013","0.038961038961039","0.181818181818182","0.168831168831169","0.0909090909090909"
"LU15_36","3250","0.314285714285714","0","0.0142857142857143","0.157142857142857","0.142857142857143","0.0428571428571429","0.114285714285714","0.128571428571429","0.0857142857142857"
"LU15_03","3250","0","0","0.0116279069767442","0.151162790697674","0.162790697674419","0.290697674418605","0.104651162790698","0.197674418604651","0.0813953488372093"
"LU15_15","3250","0.0121951219512195","0","0.0121951219512195","0.109756097560976","0.158536585365854","0.329268292682927","0.121951219512195","0.207317073170732","0.0487804878048781"
"LU15_14","3250","0.0135135135135135","0","0.0135135135135135","0.0810810810810811","0.148648648648649","0.324324324324324","0.0945945945945946","0.27027027027027","0.0540540540540541"
"LU15_22","3250","0.0547945205479452","0","0.0136986301369863","0.136986301369863","0.0958904109589041","0.0821917808219178","0.273972602739726","0.219178082191781","0.123287671232877"
"LU15_61","3250","0.075","0","0.0125","0.175","0.075","0.075","0.275","0.225","0.0875"
"LU21_106","3250","0.183673469387755","0","0","0.142857142857143","0.163265306122449","0","0.142857142857143","0.193877551020408","0.173469387755102"
"LU21_10","3250","0.114942528735632","0","0","0.206896551724138","0.172413793103448","0","0.103448275862069","0.183908045977011","0.218390804597701"
"LU21_16","3250","0.17741935483871","0","0","0.17741935483871","0.0967741935483871","0","0.0483870967741935","0.209677419354839","0.290322580645161"
"LU21_107","3250","0.126865671641791","0.00746268656716418","0.00746268656716418","0.141791044776119","0.261194029850746","0","0.141791044776119","0.156716417910448","0.156716417910448"
"LU21_41","3250","0.0476190476190476","0","0.0158730158730159","0.19047619047619","0.0634920634920635","0","0.0952380952380952","0.253968253968254","0.333333333333333"
"LU21_63","3250","0.0821917808219178","0","0","0.205479452054795","0.123287671232877","0","0.0547945205479452","0.287671232876712","0.246575342465753"
"LU21_27","3250","0.262626262626263","0","0","0.151515151515152","0.181818181818182","0","0.0606060606060606","0.151515151515152","0.191919191919192"
"LU21_23","3250","0.186206896551724","0","0.00689655172413793","0.0827586206896552","0.158620689655172","0","0.158620689655172","0.255172413793103","0.151724137931034"
"LU21_21","3250","0.123595505617978","0","0","0.101123595505618","0.112359550561798","0","0.202247191011236","0.224719101123595","0.235955056179775"
"LU21_82","3250","0.0970873786407767","0","0.00970873786407767","0.0776699029126214","0.12621359223301","0","0.213592233009709","0.194174757281553","0.281553398058252"
"LU21_871","3250","0.228915662650602","0","0","0.168674698795181","0.132530120481928","0","0.156626506024096","0.180722891566265","0.132530120481928"
"LU21_164","3250","0.0875","0","0.0125","0.2125","0.075","0","0.075","0.275","0.2625"
"LU21_36","3250","0.0987654320987654","0","0.0123456790123457","0.185185185185185","0.0740740740740741","0","0.111111111111111","0.246913580246914","0.271604938271605"
"LU21_14","3250","0.289473684210526","0","0","0.236842105263158","0.0921052631578947","0","0.105263157894737","0.144736842105263","0.131578947368421"
"LU21_32","3250","0.170731707317073","0","0","0.170731707317073","0.207317073170732","0","0.0365853658536585","0.170731707317073","0.24390243902439"
"LU21_126","3250","0.192982456140351","0","0","0.105263157894737","0.219298245614035","0","0.0701754385964912","0.192982456140351","0.219298245614035"
"LU21_122","3250","0.2","0","0","0.0761904761904762","0.0952380952380952","0","0.161904761904762","0.276190476190476","0.19047619047619"
"LU21_56","3250","0.165217391304348","0","0","0.0782608695652174","0.121739130434783","0","0.147826086956522","0.278260869565217","0.208695652173913"
"LU21_57","3250","0.151162790697674","0","0","0.104651162790698","0.127906976744186","0","0.174418604651163","0.22093023255814","0.22093023255814"
"LU21_09","3250","0.188405797101449","0","0","0.159420289855072","0.173913043478261","0","0.0869565217391304","0.231884057971014","0.159420289855072"
"LU21_98","3250","0.100917431192661","0","0.00917431192660551","0.302752293577982","0.100917431192661","0","0.0917431192660551","0.247706422018349","0.146788990825688"
"LU21_119","3250","0.103092783505155","0","0","0.164948453608247","0.195876288659794","0","0.123711340206186","0.195876288659794","0.216494845360825"
"LU21_52","3250","0.165289256198347","0.00826446280991736","0.00826446280991736","0.223140495867769","0.165289256198347","0","0.12396694214876","0.15702479338843","0.148760330578512"
"LU21_59","3250","0.132530120481928","0","0.0120481927710843","0.216867469879518","0.337349397590361","0","0.132530120481928","0.108433734939759","0.0602409638554217"
"LU21_68","3250","0.0446927374301676","0.00558659217877095","0.00558659217877095","0.217877094972067","0.139664804469274","0","0.223463687150838","0.206703910614525","0.156424581005587"
"LU21_109","3250","0.150793650793651","0.00793650793650794","0.00793650793650794","0.142857142857143","0.166666666666667","0","0.182539682539683","0.166666666666667","0.174603174603175"
