Site,BUFF_DIST,FEATURE_TYVEGETATED.EDGE.ROADS,FEATURE_TYHARVEST.AREA,FEATURE_TYROAD.GRAVEL.1L,FEATURE_TYCONVENTIONAL.SEISMIC,FEATURE_TYTAME_PASTURE,FEATURE_TYPIPELINE,FEATURE_TYROAD.GRAVEL.2L,FEATURE_TYTRAIL,FEATURE_TYWELL.BITUMEN,FEATURE_TYROUGH_PASTURE,FEATURE_TYWELL.ABAND,FEATURE_TYROAD.UNCLASSIFIED,FEATURE_TYCROP,FEATURE_TYLOW.IMPACT.SEISMIC,FEATURE_TYCLEARING.UNKNOWN,FEATURE_TYCULTIVATION_ABANDONED,FEATURE_TYROAD.PAVED.UNDIV.2L,FEATURE_TYROAD.UNIMPROVED,FEATURE_TYTRUCK.TRAIL,FEATURE_TYDUGOUT,FEATURE_TYROAD.PAVED.UNDIV.1L,FEATURE_TYWELL.GAS,FEATURE_TYVEGETATED.EDGE.RAILWAYS,FEATURE_TYHARVEST.AREA.WHITE.ZONE,FEATURE_TYCOUNTRY.RESIDENCE,FEATURE_TYBORROWPIT.DRY,FEATURE_TYRURAL.RESIDENCE,FEATURE_TYBORROWPIT.WET,FEATURE_TYBORROWPITS,FEATURE_TYGRVL.SAND.PIT,FEATURE_TYRIS.RECLAIMED.TEMP,FEATURE_TYRIS.CLEARING.UNKNOWN,FEATURE_TYRIS.DRAINAGE,FEATURE_TYRIS.MINES.OILSANDS,FEATURE_TYRIS.OVERBURDEN.DUMP,FEATURE_TYRIS.FACILITY.OPERATIONS,FEATURE_TYTRANSMISSION.LINE,FEATURE_TYRIS.TAILING.POND,FEATURE_TYCLEARING.WELLPAD.UNCONFIRMED,FEATURE_TYMINES.OILSANDS,FEATURE_TYRIS.SOIL.REPLACED,FEATURE_TYROAD.PAVED.1L,FEATURE_TYRIS.OILSANDS.RMS,FEATURE_TYRIS.FACILITY.UNKNOWN,FEATURE_TYRIS.BORROWPITS,FEATURE_TYRIS.TRANSMISSION.LINE,FEATURE_TYRIS.SOIL.SALVAGED,FEATURE_TYRIS.ROAD,FEATURE_TYRIS.PLANT,FEATURE_TYURBAN.RESIDENCE,FEATURE_TYFACILITY.OTHER,FEATURE_TYAIRP.RUNWAY,FEATURE_TYRUNWAY,FEATURE_TYRIS.RECLAIMED.PERMANENT,FEATURE_TYURBAN.INDUSTRIAL,FEATURE_TYLAGOON,FEATURE_TYFACILITY.UNKNOWN,FEATURE_TYRESIDENCE_CLEARING,FEATURE_TYWELL.CASED,FEATURE_TYROAD.UNPAVED.2L,FEATURE_TYROAD.PAVED.3L,FEATURE_TYSURROUNDING.VEG,FEATURE_TYRLWY.SGL.TRACK,FEATURE_TYROAD.WINTER,FEATURE_TYSUMP,FEATURE_TYGREENSPACE,FEATURE_TYROAD.PAVED.2L,FEATURE_TYWELL.OTHER,FEATURE_TYCANAL,FEATURE_TYRESERVOIR,FEATURE_TYWELL_CLEARED_NOT_CONFIRMED,FEATURE_TYMISC.OIL.GAS.FACILITY,FEATURE_TYCAMP.INDUSTRIAL,FEATURE_TYRIS.CAMP.INDUSTRIAL,FEATURE_TYOIL.GAS.PLANT,FEATURE_TYWELL.UNKNOWN,FEATURE_TYRIS.UTILITIES,FEATURE_TYCFO,FEATURE_TYRECREATION,FEATURE_TYCAMPGROUND,FEATURE_TYPEAT,FEATURE_TYGOLFCOURSE,FEATURE_TYLANDFILL,FEATURE_TYTRANSFER_STATION,FEATURE_TYMILL,FEATURE_TYROAD.PAVED.DIV,FEATURE_TYRLWY.SPUR,FEATURE_TYWELL_CLEARED_NOT_DRILLED,FEATURE_TYOPEN.PIT.MINE,FEATURE_TYWELL.OIL,FEATURE_TYROAD.PAVED.4L,FEATURE_TYMINES.PITLAKE,FEATURE_TYRIS.RECLAIMED.CERTIFIED,FEATURE_TYRIS.WINDROW,FEATURE_TYTAILING.POND,FEATURE_TYRLWY.MLT.TRACK,FEATURE_TYRLWY.DBL.TRACK,FEATURE_TYRIS.WASTE,FEATURE_TYINTERCHANGE.RAMP,FEATURE_TYROAD.PAVED.5L,FEATURE_TYRIS.AIRP.RUNWAY,FEATURE_TYFRUIT.VEGETABLES,FEATURE_TYROAD.UNPAVED.1L,FEATURE_TYRIS.RECLAIM.READY,FEATURE_TYRIS.TANK.FARM
LU21_74,3000,0,0.156659494,0,0.002849328,0,0,0,0.001397671,0,0,0,0,0,0,6.29E-05,0,0,0.000106093,0.003162914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU21_78,3000,0,0.100020046,0,0.003104061,0,0.009307067,0,0.001816835,0,0,0.000499247,0,0,0,0.000994211,0,0,0,0.001992333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567186,0,4.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU21_153,3000,0,0,0,0.002286431,0,0.016687028,0,0.00213369,0,0,0.000349881,0,0,0,0.001540244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007933336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU21_06,3000,0,0,0,0.005180778,0,0,0,9.59E-06,0,0,0.000574265,0,0,0,7.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU21_116,3000,0,0,0,0.003693861,0,0,0,0.000881509,0,0,0.001000502,0,0,0,0.00022207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU21_97,3000,0,0,0,0.002554131,0,0,0,0.001800982,0,0,0.002123167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_13,3000,0.004412212,0,0.00236546,0.007159382,0.071533312,0.000279492,0,0.001738509,0.001976378,0.007026349,0.004712049,0,0,2.07E-05,0,0,0,0,0.000211629,0.000457282,0,0.00028343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006005034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_30,3000,0.005970478,0.032523855,0.002088243,0.012294021,0,0.00268099,0,0.002699286,0,0,0.003352933,0,0,0,0.000180801,0,0,0.001246523,0,0,0,0.001182953,0,0,0,0.001285076,0,0,0.000163615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_85,3000,0.0129415,0.047724279,0.002929564,0.009477038,0,0.017753699,0,0.001501094,0.001197633,0,0.012478183,0,0,0.001807206,0.002121717,0,0,0.001395815,0.000182647,0,0.002543461,0.001402543,0,0,0,0.00083471,0,0.000445788,0.001311197,0.000472446,0,0,0,0,0,0,0,0,0.000624032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191074,0,0,0,0,0,0,0,0,0.003032337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005309991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_66,3000,0.02697885,0.029617943,0.008893426,0.009285738,0,0.040593742,0,0.001299855,0.00642012,0,0.018317744,0,0,0.003990802,0.014000635,0,0.000249436,0.001455375,0.000451614,0,0.003209099,0.000347111,0,0,0,0.002105017,0,0,0.002491957,0,0,0,0,0,0,0,0.011807406,0,0.000913465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414629,0.000224735,0,0.003695024,0,0,0,0,0,0.001668909,0,0,0.003508971,0,0,0,0.002444308,0,0,0.016512756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_76,3000,0.027990464,0.010030272,0.010394368,0.00918951,0,0.042308841,0,0.000947361,0.009067054,0,0.026419369,0,0,0.003796876,0.012475376,0,0.000287638,0.001709029,0.000429592,0,0.001500327,0.001018823,0,0,0,0.002105017,0,0,0.002048409,0,0,0,0,0,0,0,0.017405236,0,0.00117581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414629,0.000224735,0,0.003941535,0,0,0,0,0,0.002818656,0,0,0.005508552,0,0,0,0.002444308,0,0,0.016512756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_73,3000,0.018849987,0.000492825,0.00637762,0.014345589,0,0.032239733,0,0.001154444,0.005986296,0,0.018246721,0,0,0.00087567,0.007971802,0,0.001898553,0.001252353,0,0,0.000623398,0.000861879,0,0,0,0,0,0,0.001571823,0,0,0,0,0,0,0,0.016335123,0,0.001112219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001254956,0.000224735,0,0.000790125,0,0,0,0,0,0.001149747,0,0,0.002524235,0,0,0,0.002026738,0,0,0.013862761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_75,3000,0.020914303,0.000492825,0.008809962,0.012681084,0,0.038569878,0,0.000957393,0.008386603,0,0.021029054,0,0,0.001680451,0.008368125,0,0,0.001380274,0,0,0.000124513,0.001310738,0,0,0,0,0,0,0.001545528,0,0,0,0,0,0,0,0.01961416,0,0.00115115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414629,0,0,0.000790125,0,0,0,0,0,0.001149747,0,0,0.005784055,0,0,0,0.000927217,0,0,0.013062007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_47,3000,0.042170878,0,0.014045991,0.001679832,0,0.045484362,0.003723667,0.000642574,0.057266873,0,0.011036192,0,0,0.009565732,0.024260208,0,0.004094478,0.001222599,0.001344635,0,0.000579689,0,0,0,0,0.013894331,0,0.003814343,0.000554558,0,0,0,0,0,0,0,0.010976759,0,0.00130635,0,0,0,0,0,0,0,0,0,0,0,0.006482238,0,0,0,0,0.000909023,0,0,0,0,0,0,0,0,0,0,0,0.001432349,0,0,0.000283606,0.003053675,0,0,0.014281202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_74,3000,0.002920293,0.064872386,0.001782682,0.007608185,0,0.012262937,0,0.00333519,0,0,0.006058004,0,0,0.004491565,0,0,0,0.002468268,0,0,0,0.002757773,0,0,0,0,0.000349583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364604,0,0,0,0,0,0,0,0,0,0,0.000247104,0,0,0,0,0,0,0,2.99E-05,0,0,0,0.009982015,0,0,0,0,0,0,0,0,0.001586239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_44,3000,0.045405588,0,0.013024678,0.001860233,0,0.043211776,0.005206179,0.001755963,0.060960916,0.002821542,0.01762352,0,0,0.006477569,0.033081663,0,0.004036471,0.001649774,0,0,0.000918227,0,0,0,0,0.005153835,0,0.002730927,0.001591135,0,0,0,0,0,0,0,0.009749684,0,0.000547378,0,0,0,0,0,0,0,0,0,0,0,0.009970068,0,0,0,0,0.000909023,0.000104177,0,0,0,0,0,0,0,0.000196142,0,0,0.002521206,0,0,0.000283606,0.007796532,0,0,0.014281202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_41,3000,0.008281168,0.036133457,0.001204141,0.005494253,0,0.009806318,0,0.001330039,0,0.000838942,0.004056676,3.79E-05,0,2.26E-05,0.00138193,0.000931429,0.004263486,0.000613771,0.000308429,0,0,0.000406071,0,0,0.003784653,0.000412781,0,0,0.000163615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001441108,0,0,0,0,0,0,0,2.63E-05,0,0,0,0.000201206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_64,3000,0.007815276,0.073447672,0.001039035,0.013805006,0,0.01008714,0.002178603,0.000554196,0.006010077,0,0.011225048,0,0,0.007160124,0.005185789,0,0,0.001319808,0,0,0,0.001484525,0,0,0,0.001242929,0,0,0,0.006442052,0,0,0,0,0,0,0,0,0.000511428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003277156,0,0,0.003581662,0,0,0,0,0,0,0,1.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_86,3000,0.013711291,0.006050144,0.004073573,0.014308738,0,0.017356932,0.000448722,0.000577916,0.009246264,0,0.013658805,0,0,0.000624326,0.004448878,0,0.002136413,0.000186981,0,0,0,0.000286696,0,0,0,0.000899692,0,0,0,0,0,0,0,0,0,0,0,0,0.000324151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008655864,0,0,0.003000964,0,0,0,0,0,0,0.022995498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004980092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_79,3000,0.014299362,0.057516065,0.001444582,0.012903301,0,0.022577067,0.002458064,0.000956456,0.007352754,0,0.010040916,0,0,0.004172093,0.005208078,0,0.002876361,0.001354191,0,0,0,0.001142988,0,0,0,0.00191052,0,0,0,0.006442052,0,0,0,0,0,0,0,0,0.000511428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002654447,0,0,0,0,0,0,0,0.00869706,0,0,0.00322607,0,0,0,0,0,0,0.021441173,1.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_63,3000,0.007820278,0.032342688,0.000871407,0.011486609,0,0.021317605,0,0.002008585,0,0,0.006706486,0,0,0.000997253,0,0,0.004042493,3.44E-05,0,0,0,0.001746939,0,0,0,0.002834971,0,0,0,0.001025406,0,0,0,0,0,0,0.002397973,0,0.000801192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002654447,0,0.000641183,0,0,0,0,0,0.002618033,0,0,0.000293911,0,0,0,0,0,0,0,0.003639975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_72,3000,0.006676651,0.007023218,0.000559156,0.012505205,0,0.019140041,0,0.001602754,0.000537778,0,0.009708207,0,0,0.000567625,0.000666775,0,0.004114985,0.000217718,0,0,0,0.001021568,0,0,0,0,0,0,0,0.00525623,0,0,0,0,0,0,0,0,0.000627513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001153054,0,0.000286711,0,0,0,0,0,0,0,0,0.00039914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_67,3000,0.015699918,0.016022684,0.005784461,0.009481563,0,0.034142862,0,0.000961187,0.014444361,0,0.010818638,0,0,0.000678073,0.000938364,0,0,0.002317542,7.95E-05,0,0.00042749,0.000183525,0,0,0,0.000995328,0,0.000758305,0.000613717,0.01801729,0,0,0,0,0,0,0.010374434,0,0.000267874,0,0,0,0,0,0,0,0,0,0,0,0.000454549,0,0,0,0,0,0.000323448,0,0.000383459,0,0,0,0,0,0.000141922,0,0,0.001385541,0,0,0,0.016036595,0.001218733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002911827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_77,3000,0.0181031,0.026115651,0.006130612,0.007133932,0,0.012470995,0,0.001022757,0.022811701,0,0.011935914,7.52E-05,0,0.000139598,0.011016701,0,0,0.001952746,0.000316128,0,0,0.000365483,0,0,0,0.001193812,0,0.004044362,0.00060883,0,0,0,0,0,0,0,0.001895856,0,0.000737037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41E-05,0,0,0,0,0,0,0,0,0,0,0,0.001563826,0,0,0.004873101,0.000255738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006601303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_32,3000,0.013609287,0.021146153,0.0041879,0.010828105,0,0.018931431,0,0.001184461,0.010198898,0,0.011496682,0,0,0.001379024,0.000448232,0,0,0.002525834,4.52E-05,0,0,0.000183525,0,0,0,0.001125015,0,0.000157175,0.000613717,0.01801729,0,0,0,0,0,0,0.006194006,0,0.001075785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141922,0,0,0,0,0,0.004062005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002911827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_36,3000,0.019026558,0.032635028,0.005338861,0.010129191,0,0.01132748,0,0.001099703,0.010462604,0,0.011503521,0,0,0.00181359,0.006775646,0,0,0.002554517,0.000216197,0,0,0,0,0,0,0.000411678,0,0.000157175,0.001586459,0.017279969,0,0,0,0,0,0,0.002346937,0,0.001051721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123115,0,0,0,0,0,0.004062016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008310592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_84,3000,0.013273749,0.026833791,0.003415405,0.012104012,0,0.007576574,0,0.001119579,0.005589143,0,0.009521362,0,0,0.002461141,0.001503867,0,0,0.001830551,0.000156842,0,0,0.000875758,0,0,0,0.001382595,0,0,0.000972742,0.003273035,0,0,0,0,0,0,0.004282297,0,0.00137023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191129,0,0,0.004062016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001029298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_25,3000,0.016716925,0.023115477,0.00623094,0.005747983,0,0.016776155,0,0.001087568,0.02245686,0,0.010075287,0,0,0,0.011002266,0,0,0.001731207,0.00039047,0,0,0.000701285,0,0,0,0.001193812,0,0.002896925,0.000445215,0,0,0,0,0,0,0,0.005490091,0,0.000444674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41E-05,0,0,0,0,0,0,0,0,0,0,0,0.001962511,0,0,0.001612883,0.001152842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006601303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_83,3000,0.0138749,0.019915735,0.003981995,0.010869841,0,0.010928894,0,0.001339653,0.010181096,0,0.010312745,0,0,0.001385301,0.00171977,0,0,0.002427137,0,0,0,0,0,0,0,0,0,0.000157175,0.001172755,0.01801729,0,0,0,0,0,0,0.003959957,0,0.000840533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141922,0,0,0,0,0,0.004062016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003093073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_80,3000,0.017437327,0.025990213,0.005495732,0.009190302,0,0.012488384,0,0.001022326,0.014605635,0,0.012122395,0,0,0.001237757,0.006327414,0,0,0.001085166,0.000316128,0,0,0.000701285,0,0,0,0.000411678,0,0.000897072,0.001076892,0.01095823,0,0,0,0,0,0,0,0,0.000564336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000312655,0,0,0.004873101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006601303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_70,3000,0.01367314,0.006071628,0.003976342,0.007367832,0,0.018938562,0.00181152,0.001377913,0.009508216,0.000403412,0.01918919,0,0,0,0.003997111,0,0,0.001619193,0.000339531,0,0,0.000269727,0,0,0,0.003497288,0,0.000930788,0,0,0,0,0,0,0,0,0.018260459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002261166,0,0,0,0,0.000815863,0,0,0.000247122,0,0,0,0,0,0.000149745,0,0,0.003375135,0,0,0,0.012347475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_48,3000,0.025591983,0.012379158,0.011897263,0.00418908,0,0.037121336,0.00124356,0.001018122,0.029580126,0.000571881,0.029614979,0,0,0.010828034,0.023167509,0,0,0.001495242,0.000120881,0,0.000412412,0.000380077,0,0,0,0.001785702,0,0.000239008,0.00155907,0.003797023,0,0,0,0,0,0,0,0,0.001331673,0,0,0,0,0,0,0,0,0,0,0,0.005443905,0,0,0,0,0.00047942,0.000104177,0,0.000286864,0,0,0,0,0,0.003503045,0,0,0.003730566,0,0,0,0.019941239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_45,3000,0.017185084,0.053361554,0.008242505,0.007165105,0,0.025644494,0.00045321,0.001508997,0.029836158,0,0.01700885,0,0,0.004970209,0.011010023,0,0,0.001108997,0.000221458,0,0.000608688,0.000380077,0,0,0,0.005818735,0,0.002188031,0.000106849,0.004222719,0,0,0,0,0,0,0,0,0.000866061,0,0,0,0,0,0,0,0,0,0,0,0.000188456,0,0,0,0,0.001511346,0,0,0.000286864,0,0,0,0,0,0.003170449,0,0,0.002602579,0,0,0,0.018675348,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.010894232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_11,3000,0.037828084,0,0.00881727,0.004367905,0,0.031713154,0.005794343,0.002384486,0.049583917,0.002821542,0.015067414,0,0,0.00208303,0.021716697,0,0.003896082,0.001575403,0,0,0.000859053,0.000573179,0,0,0,0.003161551,0,0.001820433,0.000554558,0,0,0,0,0,0,0,0.009115281,0,0.000547378,0,0,0,0,0,0,0,0,0,0,0,0.010448571,0,0,0,0,0.000909023,0,0,0,0,0,0,0,0,0.001124367,0,0,0.002210815,0,0,0,0.005345501,0,0,0.01353124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_40,3000,0.012902318,0.009355539,0.007296109,0.008496071,0.003952049,0.020849915,0.000936844,0.002169766,0.01694302,0.00126759,0.017406939,0,0,0,0.004023145,0,0,0.001969733,0.000243277,0,0,0,0,0,0,0.001387592,0,0,0,0.002404791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001029662,0,0,0.001976342,0,0,0,0,0,0.001145438,0,0,0.010215002,0,0,0,0.00649108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_06,3000,0.011345039,0.009355539,0.006388641,0.006591794,0.031511408,0.012869272,0,0.002833565,0.008913017,0.010032139,0.007724519,0,0,0,0.005980699,0.00151766,0,0.002884005,0.000377968,0,0,0,0,0.037936267,0,0,0.001005967,0,0.000145838,0.020899703,0,0,0,0,0,0,0,0,0.00028313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537695,0,0,0,0,0,0.001145438,0,0,0.003573191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_10,3000,0.010584186,0.009355539,0.006338452,0.006660877,0.026251838,0.018183167,0,0.001983525,0.012572379,0.004847951,0.012410089,0,0,0,0.004023145,0,0,0.001647978,0.000243277,0,0,0.000137091,0,0.003525472,0,0.001387592,0,0,0,0.002404791,0,0,0,0,0,0,0.00322212,0,0.00028313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597014,0,0,0,0,0,0.000353911,0,0,0.005842456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_43,3000,0.035747214,0.006071628,0.010353979,0.002555252,0,0.035806879,0.004418172,0.001576337,0.047275397,8.08E-05,0.010828079,0,0,0.003577608,0.015105836,0,0.00214901,0.001899829,0.000339531,0,0.000152692,0,0,0,0,0.008521814,0,0.002974693,0.000554558,0,0,0,0,0,0,0,0.013008798,0,0.000802572,0,0,0,0,0,0,0,0,0,0,0,0.008532993,0,0,0,0,0.000909023,0,0,0,0,0,0,0,0,0.000121269,0,0,0.000647338,0,0,0,0.004497526,0,0,0.014281202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_71,3000,0.037394398,0,0.017670254,0.003857483,0,0.045852771,0.001788389,0.000495031,0.05196195,0,0.013167123,0,0,0.007488526,0.012982972,0,0.001429074,0.000264359,0.002114605,0,0,0,0,0,0,0.017619051,0,0.001954015,0.000215428,0,0,0,0,0,0,0,0.003757632,0,0.003211667,0,0,0,0,0,0,0,0,0,0,0,0.00742231,0,0,0,0,0.000926489,0,0,0,0,0,0,0,0,0.000193977,0,0,0.001046642,0,0,0.000392387,0.018112398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
