"Site","BUFF_DIST","LC_class20","LC_class32","LC_class33","LC_class34","LC_class50","LC_class110","LC_class120","LC_class210","LC_class220","LC_class230"
"LU13_55","500","0","0","0","0","0.75","0","0","0.25","0","0"
"LU13_47","500","0","0","0","0","0","0.333333333333333","0","0.666666666666667","0","0"
"LU13_51","500","0","0","0","0","0","0.333333333333333","0","0.666666666666667","0","0"
"LU13_27","500","0","0","0","0","0","0.333333333333333","0","0.666666666666667","0","0"
"LU13_05","500","0","0","0","0","0","0.25","0","0.5","0","0.25"
"LU13_26","500","0","0","0","0","0","0.25","0","0.5","0.25","0"
"LU13_35","500","0","0","0","0","0.5","0","0","0.5","0","0"
"LU13_13","500","0","0","0","0","0.2","0.2","0","0.4","0.2","0"
"LU13_128","500","0","0","0","0","0.333333333333333","0.333333333333333","0","0.333333333333333","0","0"
"LU13_131","500","0","0","0","0","0.333333333333333","0.166666666666667","0","0.5","0","0"
"LU13_12","500","0","0","0","0","0.333333333333333","0.333333333333333","0","0.333333333333333","0","0"
"LU13_33","500","0","0","0","0","0","0.333333333333333","0","0.666666666666667","0","0"
"LU13_32","500","0","0","0","0","0.2","0.4","0","0.4","0","0"
"LU13_30","500","0","0","0","0","0.2","0.2","0","0.6","0","0"
"LU13_53","500","0","0","0","0","0","0.333333333333333","0","0.666666666666667","0","0"
"LU13_22","500","0","0","0","0","0.25","0","0","0.25","0.25","0.25"
"LU13_19","500","0","0","0","0","0","0.25","0","0.5","0.25","0"
"LU13_45","500","0","0","0","0","0","0.333333333333333","0","0.666666666666667","0","0"
"LU13_08","500","0","0","0","0","0","0.333333333333333","0","0.666666666666667","0","0"
"LU13_43","500","0","0","0","0","0.25","0.25","0","0.5","0","0"
"LU13_41","500","0","0","0","0","0","0.25","0","0.5","0.25","0"
"LU13_59","500","0","0","0","0","0.5","0.25","0","0.25","0","0"
"LU13_06","500","0","0","0","0","0.5","0","0","0.5","0","0"
"LU13_14","500","0","0","0","0","0","0.2","0","0.4","0.2","0.2"
"LU13_52","500","0","0","0","0","0.5","0","0","0.5","0","0"
"LU13_36","500","0","0","0","0","0.5","0","0","0.5","0","0"
"LU13_38","500","0","0","0","0","0.5","0.25","0","0.25","0","0"
"LU13_20","500","0","0","0","0","0.2","0.2","0","0.4","0.2","0"
"LU13_17","500","0","0","0","0","0.25","0","0","0.25","0.5","0"
"LU13_56","500","0","0","0","0","0.333333333333333","0","0","0.333333333333333","0.333333333333333","0"
"LU13_49","500","0","0","0","0","0.25","0.25","0","0.5","0","0"
"LU13_70","500","0.2","0","0","0.2","0","0.2","0","0.2","0","0.2"
"LU13_11","500","0.2","0","0.4","0.2","0","0","0","0.2","0","0"
"LU15_44","500","0","0","0","0.25","0","0.25","0","0.25","0","0.25"
"LU15_11","500","0","0","0","0.333333333333333","0","0.333333333333333","0","0.333333333333333","0","0"
"LU15_19","500","0","0","0","0.5","0","0","0","0.5","0","0"
"LU15_07","500","0","0","0","0.166666666666667","0.166666666666667","0","0","0.333333333333333","0.166666666666667","0.166666666666667"
"LU15_34","500","0","0","0","0.142857142857143","0.285714285714286","0","0","0.142857142857143","0","0.428571428571429"
"LU15_37","500","0","0","0","0.166666666666667","0","0.166666666666667","0","0.5","0","0.166666666666667"
"LU15_18","500","0","0","0","0.25","0.25","0","0","0.5","0","0"
"LU15_43","500","0","0","0","0.25","0.25","0","0","0.25","0","0.25"
"LU15_10","500","0","0","0","0.25","0","0.25","0","0.5","0","0"
"LU15_58","500","0","0","0","0","0.25","0.25","0","0.25","0","0.25"
"LU15_08","500","0","0","0","0.25","0","0.5","0","0.25","0","0"
"LU15_12","500","0","0","0","0.333333333333333","0","0","0","0.666666666666667","0","0"
"LU15_17","500","0","0","0","0","0","0.25","0","0.5","0","0.25"
"LU15_01","500","0","0","0","0.125","0.375","0.25","0","0.25","0","0"
"LU15_26","500","0","0","0","0.125","0.5","0.125","0","0.25","0","0"
"LU15_27","500","0","0","0","0.1","0.1","0.2","0","0.4","0","0.2"
"LU15_28","500","0","0","0","0.166666666666667","0.166666666666667","0.166666666666667","0","0.333333333333333","0","0.166666666666667"
"LU15_02","500","0","0","0","0.166666666666667","0.333333333333333","0.166666666666667","0","0.333333333333333","0","0"
"LU15_29","500","0","0","0","0.166666666666667","0.166666666666667","0.166666666666667","0","0.333333333333333","0","0.166666666666667"
