"Site","BUFF_DIST","FEATURE_TYPIPELINE","FEATURE_TYHARVEST.AREA","FEATURE_TYWELL.BITUMEN","FEATURE_TYHARVEST.AREA.WHITE.ZONE","FEATURE_TYMISC.OIL.GAS.FACILITY","FEATURE_TYWELL.OTHER","FEATURE_TYCONVENTIONAL.SEISMIC","FEATURE_TYLOW.IMPACT.SEISMIC","FEATURE_TYTRAIL","FEATURE_TYROUGH_PASTURE","FEATURE_TYCROP","FEATURE_TYWELL.ABAND","FEATURE_TYWELL.GAS","FEATURE_TYWELL.CASED","FEATURE_TYFACILITY.OTHER","FEATURE_TYFACILITY.UNKNOWN","FEATURE_TYCLEARING.WELLPAD.UNCONFIRMED","FEATURE_TYCLEARING.UNKNOWN","FEATURE_TYVEGETATED.EDGE.ROADS","FEATURE_TYTAME_PASTURE","FEATURE_TYROAD.PAVED.UNDIV.2L","FEATURE_TYROAD.GRAVEL.1L","FEATURE_TYROAD.GRAVEL.2L","FEATURE_TYROAD.UNIMPROVED","FEATURE_TYTRUCK.TRAIL","FEATURE_TYBORROWPIT.DRY","FEATURE_TYSUMP","FEATURE_TYCULTIVATION_ABANDONED","FEATURE_TYRURAL.RESIDENCE","FEATURE_TYOPEN.PIT.MINE","FEATURE_TYGRVL.SAND.PIT","FEATURE_TYROAD.UNCLASSIFIED","FEATURE_TYROAD.PAVED.UNDIV.1L","FEATURE_TYBORROWPITS","FEATURE_TYBORROWPIT.WET","FEATURE_TYDUGOUT","FEATURE_TYRIS.CLEARING.UNKNOWN","FEATURE_TYRIS.DRAINAGE","FEATURE_TYMINES.OILSANDS","FEATURE_TYTRANSMISSION.LINE","FEATURE_TYRIS.TRANSMISSION.LINE","FEATURE_TYWELL_CLEARED_NOT_CONFIRMED","FEATURE_TYRIS.FACILITY.UNKNOWN","FEATURE_TYRIS.FACILITY.OPERATIONS","FEATURE_TYRIS.RECLAIMED.PERMANENT","FEATURE_TYRIS.SOIL.REPLACED","FEATURE_TYRIS.RECLAIMED.TEMP","FEATURE_TYRIS.ROAD","FEATURE_TYRIS.BORROWPITS","FEATURE_TYRESERVOIR","FEATURE_TYCAMPGROUND","FEATURE_TYOIL.GAS.PLANT","FEATURE_TYCOUNTRY.RESIDENCE","FEATURE_TYCAMP.INDUSTRIAL","FEATURE_TYTAILING.POND","FEATURE_TYWELL.UNKNOWN","FEATURE_TYLAGOON","FEATURE_TYRESIDENCE_CLEARING","FEATURE_TYRECREATION","FEATURE_TYWELL_CLEARED_NOT_DRILLED","FEATURE_TYRUNWAY","FEATURE_TYSURROUNDING.VEG","FEATURE_TYRIS.CAMP.INDUSTRIAL","FEATURE_TYRIS.OVERBURDEN.DUMP","FEATURE_TYRIS.OILSANDS.RMS","FEATURE_TYRIS.SOIL.SALVAGED","FEATURE_TYRIS.MINES.OILSANDS","FEATURE_TYURBAN.RESIDENCE","FEATURE_TYGREENSPACE","FEATURE_TYRIS.UTILITIES","FEATURE_TYRIS.PLANT","FEATURE_TYURBAN.INDUSTRIAL","FEATURE_TYRIS.WINDROW","FEATURE_TYRIS.TAILING.POND","FEATURE_TYRIS.WASTE","FEATURE_TYRIS.RECLAIM.READY","FEATURE_TYROAD.PAVED.DIV","FEATURE_TYAIRP.RUNWAY","FEATURE_TYRIS.AIRP.RUNWAY"
"LU13_70","3250","0.0254794868163172","0","0","0","0","0.00518408501833074","0.0100629509224839","0.0115903899487847","0.000167790868855911","0","0","0.0127497605965914","0","0","0","0.000192579316440082","0.000722446418520685","0.0101495698730806","0.0140811841524125","0","0","0.00318646280190596","0.00171826548536549","0.00123350251133577","0","0.000293078790457349","0.00562612328840458","0","0","0.00172644154921327","0.00475759517762664","0","0","0.000272888713469334","0.0015459685499007","0","0","0","0","0.0108078795351911","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_11","3250","0.0147672119259253","0","0","0","0","0.00502260727144772","0.010974257681741","0.0202501242682146","0.00013832943584334","0","0","0.00855781125639103","0","0.00123550791027547","0.00024992158438072","0.000192579316440084","0.000530263996963582","0.0136892349410645","0.00969267509470711","0","0","0.00108296070182405","0.00108950284402369","0.00226891911072319","0","0","0.00382390484734446","0","0","0","0","0","0","0.00032148593628478","0.00108708205722805","0","0","0","0","0.00321896130034176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00396040134273747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_44","3250","0.0131582873514597","0","0.00380138134917642","0","0","0","0.00632285986145549","0","0","0","0","0.001876007042354","0","0","0","0","0.000213799715256297","0","0.0022554647982035","0","0","0.00215711689580117","0","0","0","0","0.00200033577992706","0","0","0","0","0","0","0","0.00113567148968454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_11","3250","0.00859747391194022","0","0.00378849170176667","0","0","0","0.00621376327690251","0.000189390473340957","2.70167464718595e-05","0","0","0.00205149927918039","0","0","0","0","0.000213799715256295","0","0.00184125308868486","0","0","0.00168194377697578","0","0","0","0","0.000114429638523947","0","0","0","0","0","0","0","0.0022533235865525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_19","3250","0.0117602558530431","0","0.00396364738237828","0","0","0","0.00551800408229661","0","0","0","0","0.00172325721525774","0","0","0","0","0.000213799715256283","0","0.00233365992265635","0","0","0.00214819405982398","0","0","0","0","5.06323460416478e-05","0","0","0","0","0","0","0","0.00225332358655237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_07","3250","0.00767803748246558","0","0.000630035662873213","0","0","0.000241189828190636","0.00655990657850128","0","2.62695706264614e-05","0","0","0.00102506160340601","0.000137089400532882","0","0","0","7.08912552790031e-06","0","0.00264496104575988","0","0","0.0023643862898426","0","0","0","0","0.00155701430353223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_34","3250","0.00695584202888283","0","0.000842040636212619","0","0","0.000723584315265529","0.00820806036208272","0","5.96730815485678e-05","0","0","0.000698404702887259","0","0.000244211985133066","0","0","0","0","0.00315793829698392","0","0","0.00248212449291285","0","3.99305297889992e-05","0.000111827028034796","0","0.00301505983061628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_37","3250","0.0174980080395167","0","8.48458222090278e-05","0","0","0","0.00796787368271626","0","4.83821292739004e-05","0","0","0.000904720993170905","0","0","0","0","0.000355287186201712","0","0.00291534138222466","0","0","0.0024601173547449","0","0","0","0","0.00189761294378401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_18","3250","0.0133310461433092","0","0.00206714702853048","0","0","0","0.00849365185555924","0","0","0","0","0.00203624224393495","0.000137089400532875","0","0","0","0.000487660990998302","0","0.00247140057140405","0","0","0.0022787628867875","0","0","0","0","0.00194970343388532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_43","3250","0.0157619701965045","0","0.00270461202371055","0","0","0","0.00758209810815401","0","8.14907949298931e-06","0","0","0.00211887049196651","0","0","0","0","0.000803258667121665","0","0.00231279947735316","0","0","0.00218325388846597","0","0","0","0","0.00201216770821957","0","0","0","0","0","0","0","0.00113567148968451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_10","3250","0.0152203704374698","0","0.00208341835313707","0","0","0","0.00785669151910164","0","0","0","0","0.00152535548542951","0.00013708940053288","0","0","0","0.000701460706254616","0","0.00247144419827734","0","0","0.00228029886402512","0","0","0","0","0.00194970343388539","0","0","0","0","0","0","0","0.00113567148968453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_58","3250","0.0148097378858337","0","0.00208341835313702","0","0","0","0.00755954487108625","0","0","0","0","0.00186411485612994","0.000137089400532877","0","0","0","0.000445399441850972","0","0.0024079725098429","0","0","0.0022161286946234","0","0","0","0","0.00194970343388535","0","0","0","0","0","0","0","0.00113567148968451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_08","3250","0.00760182196573625","0","0.00356707087395548","0","0","0.000519329534848603","0.00624293661246532","0.00292173616467344","2.70167464718587e-05","0","0","0.00220167698353622","0","0","0","0","0","0","0.00121607214028272","0","0","0.00111512819584708","0","0","0","0.000297376939515125","0.000114429638523944","0","0","0","0","0","0","0","0.00111765209686794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_12","3250","0.0167683082413249","0","4.87080737976675e-11","0","0","0.000485409990905937","0.006807839018424","0.000659739937568944","3.5449762915428e-05","0","0","0.000758646386564089","0","0","0","0","0","0","0.00312168601132808","0","0","0.00254052506337855","0","0.00019486260890524","0","0","0.00420741578448087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_17","3250","0.0164818057871582","0","0","0","0","0.00144780134217074","0.0063041530550414","0.0122898829481632","0","0","0","0.00298773365333722","0.000225888867092","0.00091584660209695","0","0","0.00110594448540856","0.000206703748862579","0.00159798730078954","0","0","0.001018495882851","3.05352798444393e-05","1.98891426471599e-05","9.92922354222084e-05","0","0.000136452105115248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_01","3250","0.0135716770896384","0","0.00345969164138835","0","0.000741111393961021","0.0011419127807563","0.0105779917216003","0","0","0","0","0.000999373236151877","0.000207344303509236","0.000253106030245636","0","0","0.000961236074800487","0.000156558826908938","0.00516354498583887","0","0","0.00337164841545624","0","4.66586497594734e-05","0","0","0.00716497011906005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_26","3250","0.0139138770678444","0","0.00294096902739252","0","0.00074111139396102","0.000707942267609365","0.0101377011081961","0","4.39817050307388e-05","0","0","0.000999373236151877","0.000207344303509236","0.000253106030245636","0","0","0.000961236074800486","0.000156558826908938","0.00496711273664609","0","0","0.00318576070548788","0","4.66586497594734e-05","0","0","0.00698003758472839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_27","3250","0.0141904809585774","0","0.00324944695215721","0","0.000741111393961038","0.000707942267609382","0.0105576314817161","0","0.000213401810514153","0","0","0.00148176687657616","0.00020734430350924","0","0","0","0.000961236074800509","0.000156558826908941","0.0047646431866191","0","0","0.0029828609444541","0","4.66586497594745e-05","0","0","0.00698003758472855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_28","3250","0.0109077249499936","0","0.00395953285460415","0","0","0.000241197351477212","0.00873819003935759","0","0.000239884554067381","0","0","0.001205984379321","0","0","0","0","0.000376684796185074","0","0.00401385416106682","0","0","0.00225151811372645","0","0","0","0","0.00378598253133004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000317325550353127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_02","3250","0.0106565488259691","0","0.00392129457726154","0","0","0","0.00795467746432825","0","0.00015541215209432","0","0","0.000964789370749526","0","0.000252937009612464","0","0","0.000635042536338783","0","0.00396355058864377","0","0","0.00222184146059267","0","0","0","0","0.00156392969712391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000317325550353146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_29","3250","0.0119634115686212","0","0.00424679094165566","0","0","0","0.00849788875940778","0","3.20495366869199e-05","0","0","0.00107487087159815","0","0.000252937009612441","0","0","0.000258357740153664","0","0.00398807431251513","0","0","0.00225290337183306","0","0","0","0","0.000448234969113138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_30","3250","0.0115443755732826","0","0.00328804515710865","0","0","0","0.00818058514319942","0","1.00580400186911e-05","0","0","0.00101565118081259","0","0","0","0","0.000688769989533617","0.00161362702015283","0.0038759738417213","0","0","0.00218846162926031","0","4.25843447664715e-06","0","0","0.000438654641231658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_31","3250","0.0108092439245846","0","0.00309996008383457","0","0","0","0.00853657409341955","0","0.000217870860012964","0","0","0.00118748909378042","0","0","0","0","0.000688769989533621","0.00222761306030036","0.00356120303133907","0","0","0.00200205933325743","0","4.25843447664718e-06","0","0","0.000438654641231661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_32","3250","0.00977895191093104","0","0.00241727537512288","0","0","0.000241197645631938","0.00813880964318354","0","0.000225046025204381","0","0","0.00114251749675231","0","0","0","0","0.000430412249379963","0.00222761306030043","0.00300928903375352","0","0","0.00169278679691587","0","4.25843447664731e-06","2.2514421795826e-05","0","0.000438654641231674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_20","3250","0.00600420825373342","0","0.000233745050556579","0","0.000166506106137615","0.000764403008786191","0.00844132880124144","0","2.45861474977421e-05","0","0","0.00177847232208214","0","0.000161883818552784","0.000167894404862136","0","0.000478113791320446","0.000186762377548204","0.00263781733433344","0","0","0.00230066447059154","0","1.35366661759403e-05","0.000192772256423606","0.000116592463992727","0.00124129220877458","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_21","3250","0.00759256338664574","0","0.000710238807315799","0","0","0.000283951696667659","0.00660579973662674","0","2.62695706264607e-05","0","0","0.00125321109311231","4.56753592983674e-05","0","0","0","0","0.000186762377548198","0.00296438269245368","0","0","0.00261742668393783","0","9.01418837591503e-06","0","6.65863437204241e-05","0.00268895694037419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_23","3250","0.010272721609436","0","0.000426151321092121","0","0.00150852355754405","0.00115310856903753","0.00845069454101703","0","2.80846811059271e-05","0","0","0.000756752902476142","0","0.000161883818552781","0.000272115159987065","0","0","0.000282257562208123","0.00448155883254866","0","0","0.0036535702250112","0","7.4369434591995e-05","0","0.0002619770757425","0.00132924285598519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00113575226464201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_41","3250","0.0121777965842168","0","0.00107546540977364","0","0.00150852355754407","0.0011531085783782","0.00794816561370239","0","8.86910755648592e-05","0","0","0.000756756590733031","0","0.000161883818552783","0.000272115159987068","0","0","0.00244533194028101","0.00549862896552729","0","0","0.00446055771790228","0","9.25073688035263e-05","0","0.00107570539751374","0.00221369938831895","0","0","0","0","0","0","0","0.00216316891580711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00113575226464202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_25","3250","0.0109375835702702","0","0.00118276347711676","0","0","0","0.0066440213949108","0","1.68342312871943e-06","0","0","0.00119337471520524","0.000137089400532881","0","0","0","0.000487660990998322","0","0.00247996033590655","0","0","0.00230346085148776","0","0","0","0","0.00344184627064535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_09","3250","0.00843887345543739","0","0.000630035662873193","0","0","0","0.00671260184369144","0","1.6834231287194e-06","0","0","0.00116946998535399","0.000137089400532878","0","0","0","0.000231599726594684","0","0.00268264855326742","0","0","0.00238125915456478","0","0","0","0","0.00155701430353218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_24","3250","0.00718230809193396","0","0.000233745050556572","0","0.00141008425957972","0.000442058650159631","0.00802969196541455","0","2.45861474977413e-05","0","0","0.00132671312829476","0","0.000161883818552779","0.000272115159987063","0","0","0.000186762377548198","0.00312161572814202","0","0","0.00273290865073461","0","1.35366661759399e-05","0","0.000116592463992723","0.00268895694037419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_46","3250","0.00796796602521871","0","0.000710238807315823","0","0","0.000283951696667669","0.00674574172614783","0","2.62695706264616e-05","0","0","0.000829561448316898","0","0.000161883818552785","0","0","0","0.000186762377548204","0.00328908459906939","0","0","0.00291716012835622","0","9.01418837591533e-06","0","5.00061202723005e-05","0.00268895694037428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_40","3250","0.019344816727298","0","0","0","0","0.00144780134217073","0.00588687262936683","0.012833164766094","0","0","0","0.00299719918920298","0.000225888867091999","0.000915846602096946","0","0","0.00074968764129466","0.000206703748862578","0.001256603430688","0","0","0.00074195907339201","3.05352798444392e-05","1.98891426471598e-05","0.0001386797789789","0","0.000136452105115247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_16","3250","0.0168354065040742","0","9.81596295078765e-12","0","0","0.00144780134217075","0.00572713474071104","0.00913217101906736","0","0","0","0.00179692445372565","0","0.000683906852586317","0","0","0.00087312472850439","0","0.00211954652677015","0","0","0.00148565529069538","3.05352798444395e-05","0.000214751751552408","0","0","0.00282034391492511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_04","3250","0.0125163195210427","0","8.48457929142896e-05","0","0","0.000241197135597659","0.0102738655174206","0","1.29323663584705e-05","0","0","0.00191474788687174","0","0","0","0","0.00061134845060533","0","0.00327511531458018","0","0","0.00254665942581646","0","2.66277024338322e-05","0.000111827028034791","0","0.00398800748802162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_36","3250","0.010025769016702","0","2.95116516522553e-11","0","0","0.000241197135597668","0.0108699215138431","0","7.09220247783189e-05","0","0","0.00156554126749236","0","0","0","0","0.000611348450605353","0","0.00325225324652738","0","0","0.00253125411561613","0","2.66277024338332e-05","0.000111827028034795","0","0.00307752410495048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_03","3250","0.0103174955246431","0","0.000916566432808433","0","0.001508523557544","0.000866134105406411","0.00559690113827613","0","3.34272962076988e-05","0","0","0.00072660732972673","0","0.000244211985133049","0.000272115159987055","0","0","0.00231627705413084","0.00455005914857156","0","0","0.00366545398711971","0","8.34931804276071e-05","0","0.0010256992772414","0.00108175675147688","0","0","0","0","0","0","0","0.00216316891580701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00113575226464197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_15","3250","0.0104514954762416","0","0.000916566442712599","0","0.00150852355754402","0.00111034670990113","0.00645740510671221","0","9.16440877874415e-05","0","0","0.000726607329726742","0","0.000406095803685831","0.00027211515998706","0","0","0.00231627705413087","0.00485652971611154","0","0","0.00389933630180953","0","9.25073688035234e-05","0","0.00165861455327694","0.00200521668234348","0","0","0","0","0","0","0","0.00216316891580705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00113575226464199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_14","3250","0.0109980023862975","0","0.000830547758791609","0","0.00150852355754399","0.000624944277215782","0.00482110339526673","0","6.70579402896989e-05","0","0","0.000482395265437117","0","0","0.000272115159987053","0","0","0.00231627705413082","0.00447909689776595","0","0","0.00363486924077251","0","8.34931804276064e-05","0","0.0016086084330046","0.00200521668234343","0","0","0","0","0","0","0","0.00216316891580699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00113575226464196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_22","3250","0.0122923386843443","0","0.0011251840067024","0","0.00234388670482652","0.00301971348666112","0.00520792026241652","0.00700997187143709","9.24914569414225e-05","0","0","0.00459798941090941","0","0","0.00144342228784085","0","7.61173519062382e-05","0.0174586735817611","0.00274738055872038","0","0","0.000916976975803313","2.06997848746372e-05","3.14135617067589e-05","0.00896317747596993","0","0.00113361635812523","0","0","0","0","0","0","8.26152374055011e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00152209864524724","0","0","0","0","0","0","0.00177676992942685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_61","3250","0.00709498175710776","0","0.00112518400670244","0","0.0023438867048266","0.00281191563921016","0.00527925452060127","0.00920215668632417","0.000109503651011948","0","0","0.00361896770771504","0","0","0.0014434222878409","0","7.61173519062409e-05","0.0174401954902921","0.00354549195488808","0","0","0.00118313367317469","2.06997848746379e-05","3.141356170676e-05","0.00896001580017192","0","0.00113361635812527","0","0","0","0","0","0","0","0.000771864463206094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00152209864524729","0","0","0","0","0","0","0.00177676992942692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_106","3250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_10","3250","0","0","0","0","0","0","0","0","0","0","0","0.0001511179212935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_16","3250","0","0","0","0","0","0","0.000251747853272536","0","0","0","0","0.000729377401455538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_107","3250","0","0","0","0","0","0","0.00139758526578761","0","0","0","0","0.00024107661257609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_41","3250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_63","3250","0","0","0","0","0","0","0.000117521023076037","0","0","0","0","0.000436260894555314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_27","3250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU21_23","3250","0","0","0","0","0","0","2.01797598861788e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
