Model,cond((Int)),disp((Int)),cond(scale(harvest)),cond(scale(lc_developed)),cond(scale(lc_forest)),cond(scale(lc_grassland)),cond(scale(osm_industrial)),cond(scale(pipeline_transmission_lines)),cond(scale(seismic_lines_3D)),cond(scale(seismic_lines)),cond(scale(trails)),cond(scale(wells)),df,logLik,AICc,delta,weight,Dataset,species
250 meter buffer,-3.001628073250579,+,-0.3662532116117586,0.27795684520124164,0.4160727954375356,0.2552523337909929,-0.24350032884742354,-0.1912888470649664,-0.1936370899016925,-0.07432649218567762,0.008109032081192208,-0.09731483039365661,12,-278.24771763875776,581.9200928117621,16.996315184401624,0.000107156044548268,osm_final_df_2021_2022,fisher
3500 meter buffer,-3.241080451328334,+,0.19422349893753776,0.026637903939877635,0.13080726416889144,0.5600816096647699,-0.18346208683783907,-0.16326461389191627,-0.7268748916169604,-0.024568131069675394,0.09243788573481698,-0.4067358545030568,12,-241.0302154227636,507.4850883797738,0,0.302659755725867,osm_final_df_2021_2022,wolf
3750 meter buffer,-3.240741876062491,+,0.20441444376201767,0.03351442267816476,0.14024868753960446,0.5905996572042187,-0.17143390234062345,-0.20451360823431325,-0.6842826661640755,-0.011821369449825661,0.07760084307509521,-0.43915769616562017,12,-241.25303199449633,507.93072152323924,0.445633143465443,0.242206988373938,osm_final_df_2021_2022,wolf
3250 meter buffer,-3.2380112839088544,+,0.18071188927849594,0.01086599985694601,0.12747190825125912,0.49866981547354916,-0.1705882757319262,-0.11178042232644363,-0.7746112569996888,-0.01252043764836866,0.10367713099952318,-0.391863709623477,12,-241.81035907355027,509.04537568134714,1.5602873015733394,0.138721122575161,osm_final_df_2021_2022,wolf
4000 meter buffer,-3.2289137450098973,+,0.1840877882129492,-0.03536836544630198,0.14546444948570691,0.5887324631275983,-0.13712127723439646,-0.2394817642290033,-0.6795777563912905,-0.028688381660464227,0.06075201446692125,-0.3787118253179255,12,-241.97618345118843,509.37702443662346,1.8919360568496586,0.117523842482305,osm_final_df_2021_2022,wolf
3000 meter buffer,-3.2376252802001044,+,0.18863873490232733,3.671200535879113e-4,0.10314487685006934,0.4369120774008905,-0.17488419021981533,-0.07301723735051023,-0.8349897505630983,0.008779830382250711,0.09972454861486856,-0.3447372657215616,12,-242.93033593012126,511.2853293944891,3.8002410147153114,0.0452629469113779,osm_final_df_2021_2022,wolf
4250 meter buffer,-3.210210778391698,+,0.12219525603696665,-0.09198218950901266,0.14409986256586235,0.5480855499026779,-0.09837332431282048,-0.23752969240437083,-0.7003180313867666,-0.03494812593638359,0.0784305677743538,-0.3362617228930227,12,-243.2758051642843,511.9762678628152,4.491179483041378,0.0320411019529449,osm_final_df_2021_2022,wolf
2250 meter buffer,-3.27077033695396,+,0.1364192644606542,0.32421424946110883,0.19783874992534953,0.264641019101941,-0.3371207096220423,-0.016122712504790908,-0.8264356139271387,0.03813718639853723,0.1998529903288869,-0.49617186904259336,12,-243.43111465700576,512.2868868482581,4.8017984684842645,0.0274319946991752,osm_final_df_2021_2022,wolf
2750 meter buffer,-3.2447020527735817,+,0.1903258003826741,0.053462259848506256,0.11995080543762295,0.3844532606199778,-0.18851666146735782,-0.05347021883658486,-0.8662870752313827,0.026599838021628273,0.11656928257053432,-0.33948677573307434,12,-243.53830683254256,512.5012711993317,5.016182819557855,0.0246436151434829,osm_final_df_2021_2022,wolf
2000 meter buffer,-3.264611674819209,+,0.1043906085504198,0.3375102314961464,0.21812399768180696,0.21946041797289934,-0.37561093398125805,0.0026864500635710425,-0.8083137630977708,0.019235289444193487,0.2295828902553124,-0.4573243952757115,12,-243.66316291681807,512.7509833678827,5.265894988108869,0.021751044124644,osm_final_df_2021_2022,wolf
2500 meter buffer,-3.253495299568023,+,0.1651169313807218,0.183697777526503,0.14189907517742803,0.3071263788587594,-0.25878440200946223,-0.017175619619214495,-0.8666287111840119,0.04402647438634781,0.16640039261613052,-0.4050369632834279,12,-243.9819242765552,513.388506087357,5.9034177075831735,0.0158140755709745,osm_final_df_2021_2022,wolf
4500 meter buffer,-3.1871775977059467,+,-0.0236406419690148,-0.2649012675035391,0.11985996293719789,0.4780229337995955,-0.04722502560375204,-0.16248688035169945,-0.808571262668811,-0.05613894354142025,0.11889953342321538,-0.23365280668579866,12,-244.11179447117848,513.6482464766035,6.163158096829704,0.0138880701322828,osm_final_df_2021_2022,wolf
1750 meter buffer,-3.248177821416645,+,0.07699666960679566,0.3188754515620368,0.2068444640444525,0.15508902779303613,-0.3461729973957269,0.007224683607922482,-0.7935840806634142,-0.06795360651237026,0.22576119374248624,-0.4211788557669596,12,-244.6347722032742,514.694201940795,7.209113561021184,0.00823219326596421,osm_final_df_2021_2022,wolf
4750 meter buffer,-3.1909005349714383,+,0.07609415028259067,-0.05838900278339478,0.1537727914858632,0.5113154206784798,-0.0859328170915715,-0.30661830737171375,-0.6687589285697417,-0.042685508013475426,0.08722261292984669,-0.29135251365936343,12,-245.21269881320424,515.8500551606551,8.364966780881275,0.00461875812906552,osm_final_df_2021_2022,wolf
5000 meter buffer,-3.18783103023667,+,0.07780714466710778,-0.0061590542397746305,0.15543179025268472,0.5095131471392179,-0.09069219036055887,-0.35984272205052403,-0.6356449620776905,-0.03932425085965546,0.08120179913791448,-0.2923716151364711,12,-245.84192744287478,517.1085124199961,9.623424040222346,0.00246181094607934,osm_final_df_2021_2022,wolf
1500 meter buffer,-3.223890396281684,+,0.07234154399679947,0.29627759574500756,0.17376918857418555,0.09912090752059964,-0.32426233929158466,-8.690489651162231e-4,-0.7546657619317519,-0.044327801465449373,0.21076901781252547,-0.36824065673800044,12,-245.92381186481165,517.2722812638699,9.7871928840961,0.00226825953812925,osm_final_df_2021_2022,wolf
1250 meter buffer,-3.189647245554757,+,0.08133856459320213,0.15456039504340133,0.09351105509900043,0.08397109550338738,-0.2758478616088186,-0.006260504826374316,-0.7537462303633665,-0.0026099890521694437,0.15811719460010826,-0.287058393854597,12,-247.95464464791866,521.3339468300838,13.848858450310047,0.000297655063187244,osm_final_df_2021_2022,wolf
1000 meter buffer,-3.172839510348611,+,0.06784187462033886,0.04762118148032072,0.04409085005482815,0.0616442225333494,-0.19445813030484332,0.00865095887165833,-0.7956591355783712,0.04657443308958785,0.10346725529379747,-0.2758236038205576,12,-249.38121557665391,524.1870886875544,16.702000307780565,7.14761895719785e-05,osm_final_df_2021_2022,wolf
250 meter buffer,-3.2120896547028166,+,0.024559127593229143,-0.13633114596504545,-0.016463872215539948,-0.06204844357904801,0.07144122516351238,0.02860862511749554,-1.1088557215137609,0.01309175373179706,0.2204754578277801,-0.06846462982785358,12,-249.71646732282142,524.8575921798894,17.372503800115567,5.11167705971715e-05,osm_final_df_2021_2022,wolf
500 meter buffer,-3.1583479105270365,+,-0.002271218451444587,-0.06500891308831219,-0.11036677392243821,-0.12392074333584628,-0.06535686093065564,0.016396072048006843,-0.8088530697177151,0.06742083722718356,0.10091086036483836,-0.30235730646847325,12,-249.84446931459948,525.1135961634455,17.62850778367175,4.49751737602279e-05,osm_final_df_2021_2022,wolf
750 meter buffer,-3.149762254963423,+,0.06994337318014854,-0.08637353666026491,-0.00899522164207372,0.041692260061505025,-0.10912201884601784,0.037890981661292567,-0.8334032762441779,0.11677188789824841,0.032246610353356034,-0.12850018158597032,12,-251.43167744392048,528.2880124220875,20.80292404231369,9.19723149206901e-06,osm_final_df_2021_2022,wolf
250 meter buffer,-1.8984280990828761,+,-0.3028832976959844,-0.13488290775784317,-0.01856412906340509,0.010849692086648047,0.10052321490343319,0.0037301062312228776,0.0755384176833915,-0.17253978374995182,0.049833648792872484,-0.21727740819480706,12,-436.04332728751695,897.5113121092804,0,0.981884779044254,osm_final_df_2021_2022,lynx
500 meter buffer,-1.884363263241766,+,-0.2175199012597999,-0.09147432957064743,0.0468962904403823,0.16345356960488805,0.12234718740095386,-0.09004194883875917,0.07648397431527704,-0.09087614068064812,-0.0178845993660281,-0.21365611988971056,12,-440.22470547705194,905.8740684883504,8.362756379069992,0.0150006836838461,osm_final_df_2021_2022,lynx
3250 meter buffer,-1.8876961632914624,+,0.16917584350330528,0.14348731003258716,0.012155249616889865,0.16577244596228258,0.008736216579735872,-0.10372527980315291,0.1165065952368034,-0.13784894045793428,0.09311237747245593,-0.28433533173923153,12,-443.6424872997661,912.7096321337788,15.198320024498344,0.000491798576473419,osm_final_df_2021_2022,lynx
3000 meter buffer,-1.8871120694850663,+,0.1596996562752554,0.1620394690776874,0.020307082189815896,0.17251628668511712,0.0027113002116893555,-0.10517810319681706,0.12049831775796892,-0.1069404496168919,0.0925343957588094,-0.3064524085606818,12,-443.6498130434315,912.7242836211095,15.212971511829096,0.000488208950560371,osm_final_df_2021_2022,lynx
1000 meter buffer,-1.8726008078689678,+,-0.10682365217671096,-0.013451588303754213,0.07761813143121325,0.13004422254087916,0.08167316748216683,-0.03501847384458079,0.07623316338618652,-0.0013160838534916996,0.10100901125560936,-0.2315831098034069,12,-444.1067343750632,913.6381262843729,16.126814175092477,0.000309148628599085,osm_final_df_2021_2022,lynx
3500 meter buffer,-1.8863047847579704,+,0.17212477200647577,0.1314318051819752,-3.698710374413289e-4,0.1361746403010912,0.0015908019771012697,-0.08794902336361103,0.10397269856365789,-0.1588383538246621,0.0999189766332765,-0.2578487633286563,12,-444.11159721759117,913.6478519694289,16.136539860148446,0.000307648936838198,osm_final_df_2021_2022,lynx
1250 meter buffer,-1.8732429470449026,+,-0.08982380815063688,0.07801731771829823,0.08787920014810663,0.14980991709828384,0.043882422757061404,-0.051076812949751,0.09034415180161559,0.06122314862483022,0.11412405549340066,-0.2692155568805581,12,-444.2215783998953,913.8678143340371,16.356502224756696,0.000275607605558649,osm_final_df_2021_2022,lynx
750 meter buffer,-1.8745008729946704,+,-0.1499938337158904,-0.04746628364085113,0.07540607080742588,0.12483804204953067,0.10760972846659117,-0.04502096049517391,0.07205674120439805,-0.03861717033433903,0.03278183042211733,-0.19569494642825636,12,-444.4865544678663,914.3977664699792,16.886454360698735,0.000211452855278501,osm_final_df_2021_2022,lynx
3750 meter buffer,-1.8852176217957868,+,0.1756257544455287,0.12877074920149773,-0.006577549610416668,0.09997960409300867,4.248340253353019e-4,-0.07978216695251106,0.0958734974634137,-0.17562785273419215,0.09758096811310088,-0.2372007090938625,12,-444.5270713063251,914.4788001468968,16.967488037616363,0.000203056695595458,osm_final_df_2021_2022,lynx
2750 meter buffer,-1.8832550896667657,+,0.13865872948868777,0.16534885508064784,0.02199804704189528,0.1632115750330695,0.003943819244433467,-0.09281479575008064,0.11958992617618744,-0.08315900713547177,0.08370258842431696,-0.3160955495357919,12,-444.6874399464672,914.7995374271809,17.28822531790047,0.000172969726620727,osm_final_df_2021_2022,lynx
1500 meter buffer,-1.8728910749610368,+,-0.05907215407677404,0.14371927636384677,0.09020439596830836,0.14671107890698423,0.019547118819366858,-0.05109376590844851,0.10155633082829899,0.06710687328786405,0.12622060453488831,-0.28650682285278783,12,-444.87124144603524,915.167140426317,17.655828317036594,0.000143928275543384,osm_final_df_2021_2022,lynx
4250 meter buffer,-1.881576190430539,+,0.18007627206560128,0.09101601947981465,0.002492953065172848,0.06487366015059311,0.025073675024258824,-0.07659596685517389,0.09533020345347407,-0.17753674587273555,0.09542228212820889,-0.19567053697569742,12,-445.17943716299214,915.7835318602308,18.2722197509504,0.000105754394437604,osm_final_df_2021_2022,lynx
4000 meter buffer,-1.8827431891980415,+,0.1773270685388964,0.10850337419539939,-0.0039007980955842615,0.07577853164706705,0.010306852049259557,-0.08149747616250691,0.0940852100815312,-0.1755492241625175,0.0932754811293262,-0.20170065078636587,12,-445.3382742571445,916.1012060485356,18.58989393925515,9.02228100264887e-05,osm_final_df_2021_2022,lynx
5000 meter buffer,-1.874674183515185,+,0.1294142085035054,0.043496658583172164,0.029509101901567796,-0.012003425554740018,0.07818537217458807,-0.07420459120349905,0.1016988267883158,-0.16734436567035033,0.09053451954167735,-0.1283397950529159,12,-445.73590151766916,916.8964605695849,19.385148460304436,6.06218274612037e-05,osm_final_df_2021_2022,lynx
4750 meter buffer,-1.8750633544667286,+,0.14594956768685313,0.05866017562729428,0.019609829141455502,-0.010608697257883411,0.06299245240731206,-0.06444063687547777,0.09295081167635078,-0.16379788264694747,0.09616824435852245,-0.14018783972969112,12,-445.792282552933,917.0092226401125,19.497910530832087,5.72984734547636e-05,osm_final_df_2021_2022,lynx
4500 meter buffer,-1.8777389116629113,+,0.17075165357028171,0.0651520301657961,0.012416362583330818,0.02204842135985014,0.04723437547884082,-0.07609015657077468,0.0927125905515985,-0.169661588046686,0.09431667638840191,-0.14809906536921416,12,-445.8236076521085,917.0718728384635,19.560560729183067,5.55314142370951e-05,osm_final_df_2021_2022,lynx
2000 meter buffer,-1.8728981467277874,+,0.040975998143320994,0.18325868458393746,0.08049204295139534,0.10730576167335809,0.01451955574640376,-0.046310036638751106,0.10571156385271299,0.026895854394411663,0.11284790473892187,-0.3164330815160161,12,-445.99458152652466,917.4138205872958,19.90250847801542,4.68042966980166e-05,osm_final_df_2021_2022,lynx
2500 meter buffer,-1.8770098264084663,+,0.10510537436090855,0.1799827759701683,0.03802483093057417,0.11925861423913535,0.0075045339439733065,-0.08202264702906917,0.11113085184283963,-0.06245400994919032,0.08584787078553281,-0.3023679348462115,12,-446.27806500487804,917.9807875440026,20.4694754347222,3.52509165430888e-05,osm_final_df_2021_2022,lynx
1750 meter buffer,-1.870128235064338,+,-0.006825369348379376,0.15908624562283152,0.08378937952527706,0.1056020571286722,0.018253165735666165,-0.03841142596570478,0.10152779702834375,0.043044697050172775,0.11681139854479465,-0.29390783213566163,12,-446.3128849790047,918.050427492256,20.539115382975524,3.40446043000235e-05,osm_final_df_2021_2022,lynx
2250 meter buffer,-1.8738671786357013,+,0.07993422747461093,0.18793882003048976,0.060207260612332864,0.0928595079393699,0.014027316381877548,-0.06802448715398411,0.10682084231651832,-0.03586047126094187,0.0952974427952658,-0.2986471147354355,12,-446.61417758219926,918.65301269864506,21.141700589364632,2.5188283673763e-05,osm_final_df_2021_2022,lynx
250 meter buffer,-1.8497161927714076,+,-0.010623977422205791,-0.4000924356770023,-0.28907134230403153,-0.11309260091827014,-0.18076980563992406,0.0424104972831164,0.1464444607371049,0.1050695234565095,0.08050522516480807,-0.03034154851789713,12,-427.083478259471,879.5916140531886,0,0.940842679674393,osm_final_df_2021_2022,moose
500 meter buffer,-1.8453635294546984,+,0.007943111941817243,-0.24770449005693274,-0.20865494180431868,-0.028001318994400785,-0.2957917947412639,0.07822213672163714,0.11636585572422131,0.07392271806472193,0.057052607884390365,-0.059819227612331737,12,-430.5928700474824,886.6103976292113,7.01878357602277,0.0281454062616018,osm_final_df_2021_2022,moose
750 meter buffer,-1.8426375952274645,+,0.022287853118081288,-0.17144965896498462,-0.12682403174075985,0.012860985455890367,-0.33820140284364186,0.10344897887404692,0.09163895217555015,0.003155746845215552,0.04281247838223032,-0.12909874760616843,12,-431.1488064854011,887.7222705050488,8.130656451860204,0.0161423736041866,osm_final_df_2021_2022,moose
1000 meter buffer,-1.8393158262302625,+,0.0028889101599890352,-0.1717336508127418,-0.15426763522127981,-0.0058777468606475425,-0.30068339902049257,0.10277281915334292,0.06803397951527264,-0.06583355339019474,0.061155038533533455,-0.1643232075383885,12,-431.3512166066668,888.1270907475802,8.535476694391605,0.0131844432674094,osm_final_df_2021_2022,moose
1250 meter buffer,-1.8319661742259874,+,0.022185769040501152,-0.1532405101408482,-0.1673729668772709,0.02671659141128952,-0.24239178248491414,0.10130518007287741,0.0580559161355899,-0.046035691646608215,0.07610495964967623,-0.14408257852912235,12,-434.2784603205212,893.981578175289,14.389964122100423,0.000705953350370367,osm_final_df_2021_2022,moose
1500 meter buffer,-1.8321775707211851,+,0.01768919894122068,-0.07823902468038928,-0.16386674162705567,0.026176801090071925,-0.2504926027995317,0.1005918336048993,0.056759164990655774,-0.060175420835531596,0.08446436723957026,-0.19605162777663646,12,-434.9712214545682,895.3671004433829,15.775486390194374,0.000353112966905578,osm_final_df_2021_2022,moose
1750 meter buffer,-1.8294188708341912,+,0.005967839565027041,-0.06775200831435468,-0.15424499988619697,0.03720486590193291,-0.1992674492517401,0.11300328944044649,0.03975871184305094,-0.06810873685653551,0.06578644775359856,-0.25988910456252173,12,-435.7039947660493,896.8326470663451,17.24103301315654,0.000169697037331859,osm_final_df_2021_2022,moose
2500 meter buffer,-1.8273606327571066,+,-0.02062618114435998,-0.011378206103301442,-0.13542130923825127,-0.005974313426552602,-0.2374116762678091,0.2023569377174488,-0.017189591100481533,-0.014274673540700559,0.08757600908234356,-0.2709553976649738,12,-436.44421840475707,898.3130943437607,18.721480290572117,8.09467130910104e-05,osm_final_df_2021_2022,moose
2750 meter buffer,-1.8275642001080952,+,-0.020803202510684366,0.003767231421525874,-0.13334998235859866,0.007117297833658555,-0.26149372176952973,0.21296301285418956,-0.021113295784732266,-0.014686467744820006,0.0873738006587252,-0.2567181433288135,12,-436.60932293205485,898.6433033983562,19.051689345167688,6.86270346230733e-05,osm_final_df_2021_2022,moose
3000 meter buffer,-1.8271562028800044,+,-0.024106844291206384,0.03277730829287744,-0.12002779164347195,-0.01515088408849025,-0.27403141083433963,0.21857661700181144,-0.02390537828659504,-0.03225684149739162,0.09076932586897932,-0.26306338700525483,12,-436.6754017855581,898.7754611053628,19.1838470521742,6.42388195797798e-05,osm_final_df_2021_2022,moose
3250 meter buffer,-1.824837586894892,+,-0.03328581536358586,0.04779450495292542,-0.10987427027755,-0.029267529447844436,-0.2843231827870977,0.2181597800866942,-0.027604870379212842,-0.03275987519805971,0.09238101970049396,-0.2434891898931304,12,-437.0982145682509,899.6210866707484,20.029472617559804,4.20893572415859e-05,osm_final_df_2021_2022,moose
2000 meter buffer,-1.8265256714209117,+,-0.010088945068913639,-0.018673899631009717,-0.13426642511333248,0.015523747733136167,-0.18788357350204618,0.13048425374917919,0.021380294560022772,-0.03716231204706384,0.06642959266110701,-0.29839895806290584,12,-437.1558975523255,899.7364526388975,20.144838585708953,3.97302128626549e-05,osm_final_df_2021_2022,moose
2250 meter buffer,-1.8261497989727824,+,-0.00867033472957768,-0.0258133519090012,-0.14134645070161597,-0.004633223795323979,-0.20271392638300315,0.16861612514848778,-6.894856591416308e-4,-0.02243982844999562,0.0714807342457385,-0.2764172616838431,12,-437.20314013057333,899.8309377953932,20.239323742204647,3.78969013168249e-05,osm_final_df_2021_2022,moose
3500 meter buffer,-1.8225051150889569,+,-0.04640803782028564,0.04744264571786134,-0.10794538722103231,-0.05320203961527642,-0.2894988437829933,0.22713705581553717,-0.03535992642685579,-0.03196726867185274,0.09331236306780917,-0.21965223781177573,12,-437.28523686852213,899.9951312712908,20.40351721810225,3.49099752219247e-05,osm_final_df_2021_2022,moose
3750 meter buffer,-1.8204953020346373,+,-0.05890659306380766,0.04692517593445694,-0.1097163182698782,-0.08505961480764626,-0.29640700453043417,0.23506486237638458,-0.04422012555572485,-0.028397004137872266,0.09740064512465726,-0.17824882721763727,12,-437.44964830004255,900.3239541343316,20.732340081143093,2.96173749249504e-05,osm_final_df_2021_2022,moose
4000 meter buffer,-1.817861310636634,+,-0.06756698582019842,0.04323506306165817,-0.09741684730801056,-0.11392211979806856,-0.28220877730168853,0.2277389319534167,-0.05192823557585861,-0.028003813764249093,0.10050588513879317,-0.15067915009179117,12,-437.7958580627297,901.0163736597059,21.42475960651734,2.09502675493581e-05,osm_final_df_2021_2022,moose
5000 meter buffer,-1.8125486155413306,+,-0.10706771482973032,0.04794982470284106,-0.06937348729635431,-0.22747077436650412,-0.19792836247461315,0.2577780387658196,-0.07459853859061727,0.02654106148536524,0.10798249461380158,-0.14820777549829317,12,-438.0025877327143,901.4298329996751,21.838218946486563,1.70375843380785e-05,osm_final_df_2021_2022,moose
4250 meter buffer,-1.814627717179246,+,-0.08032028590077185,0.041375004886188664,-0.08017510102047304,-0.1231503506446421,-0.25777849556608007,0.2075310173972561,-0.049849903936557145,-0.01447314147908246,0.1040481717836361,-0.13819368981308328,12,-438.6585379730358,902.7417334803181,23.15011942712954,8.84163228150054e-06,osm_final_df_2021_2022,moose
4750 meter buffer,-1.812393500247202,+,-0.10047079272089314,0.06271136330809418,-0.06349063809593619,-0.1600604534344714,-0.2124468008421093,0.20998896492674698,-0.05223312265691019,0.020226621821666152,0.10470022721029992,-0.17151671536262159,12,-438.989224731016,903.4031069962786,23.811492943090002,6.35209543893166e-06,osm_final_df_2021_2022,moose
4500 meter buffer,-1.8128330134727153,+,-0.09262823692045193,0.04346404283723316,-0.07208039215994326,-0.12806290492148614,-0.23482223294936358,0.19885007978629105,-0.04863230609106541,0.0032911233134360965,0.10496803888525412,-0.14419802490128758,12,-439.2095792032682,903.843815940783,24.252201887594424,5.09586933172809e-06,osm_final_df_2021_2022,moose
4750 meter buffer,-4.710660148024396,+,0.17194497057371527,0.39220003799746184,-0.7937155280639372,0.443882064265931,0.21150823139831318,0.8513391808908233,-0.6407402865136177,-0.5666138560584131,-0.8160981694792532,-0.8512377427851218,12,-163.48062380407188,352.38590514239036,0,0.366734863599855,osm_final_df_2021_2022,fox
5000 meter buffer,-4.438341611206051,+,0.1962039685267468,0.6080073983016999,-0.6282532354683054,0.49753311187474397,0.024189383372587487,0.3620279604476361,-1.2923731046678426,-0.23653068920517611,-0.8335379671078088,-0.4373352409552165,12,-163.4941400256132,352.412937585473,0.027032443082646296,0.361811342592418,osm_final_df_2021_2022,fox
4500 meter buffer,-4.704823993172386,+,0.14799526387515466,0.37421188005984096,-0.7967578719971026,0.3943829551792952,0.2048503324990542,0.8338867329123594,-0.5959463453557664,-0.5178398248188459,-0.8812318990746149,-0.8090612792951933,12,-164.1206632555513,353.6659840453492,1.2800789029588486,0.193368886369539,osm_final_df_2021_2022,fox
1500 meter buffer,-4.533097246839841,+,-0.24592637666243689,0.40509622147800434,-0.12634315930179577,0.5745371802566024,0.16729075058418966,-0.26360178843945603,-0.3878653924089468,-0.12179074400558194,-0.7753647648420988,-0.5035217427636214,12,-165.9899099011593,357.4044773365652,5.018572194174851,0.0298251813183166,osm_final_df_2021_2022,fox
1750 meter buffer,-4.593444163724485,+,-0.14645672841439103,0.23752174563068823,-0.16775373577866978,0.5892873559242614,0.3033089009562645,-0.09302958653719116,-0.47177827800656413,-0.19126298912830061,-0.8771643360466126,-0.4425342340859025,12,-166.51848342350084,358.46162438124827,6.075719238857914,0.0175803099869004,osm_final_df_2021_2022,fox
4250 meter buffer,-4.582045480748123,+,0.11119452896308253,0.2584422701465738,-0.764483554228138,0.29988051168041785,0.039526358836477656,0.7598698989598138,-0.7223977760727515,-0.41426235890592145,-0.7283896167890239,-0.4445907134704815,12,-166.79885021099392,359.02235795623443,6.636452813844073,0.0132820398781951,osm_final_df_2021_2022,fox
4000 meter buffer,-4.307352650104396,+,0.08980852712578119,0.5899049060846281,-0.4566413306776591,0.46694968219137606,-0.49779009601427365,0.20961822398873792,-1.0132029763150576,-0.05408188603750582,-0.6360046891145708,-0.15738128254324898,12,-167.5841061963162,360.592869926879,8.206964784488662,0.00605664945652572,osm_final_df_2021_2022,fox
1250 meter buffer,-4.413306652838482,+,-0.2390297495283333,0.4211023265685285,-0.1087313569501061,0.5176596779794351,0.16541927273797585,-0.5817620625007786,-0.3944368089678912,-0.0921359326330478,-0.7080354959933234,-0.16274230038065396,12,-168.5672256920664,362.55910891837937,10.173203775989009,0.00226604779919021,osm_final_df_2021_2022,fox
3750 meter buffer,-4.259312380068449,+,0.03255183863922958,0.6150068784330837,-0.3144031551626217,0.5523548337923753,-0.5673691685486904,0.10938965636667657,-0.8916777029592685,-0.001070778262699092,-0.47016061985086044,-0.14063391263894134,12,-168.61821303718983,362.66108360862626,10.2751784662359,0.00215340414086855,osm_final_df_2021_2022,fox
2000 meter buffer,-4.463057029096251,+,-0.09590963522771871,0.33783342263460187,-0.10968856113555904,0.6123615790365895,0.2347162020124269,-0.22122562267101686,-0.5056791543949344,-0.14101183269896275,-0.7710160122226932,-0.2947945056649717,12,-168.76879003905745,362.9622376123615,10.576332469971135,0.00185238298365388,osm_final_df_2021_2022,fox
2250 meter buffer,-4.206356799900772,+,-0.05169431150634451,0.7396065629758435,-0.01560293404449186,0.7021325677948999,-0.0060977385115945516,-0.47668309410034687,-0.6592437175017539,0.16294902271457393,-0.6500050660574086,-0.19990877660475315,12,-168.8711948075549,363.1670471493564,10.781142006966036,0.00167207963309413,osm_final_df_2021_2022,fox
2500 meter buffer,-4.18538562486365,+,-0.0026727757997314157,0.7367246019867877,-0.06084645625438315,0.6474266413739992,-0.019592999192246316,-0.39525623676553534,-0.6246436691493528,0.13669667577295,-0.6584918301691735,-0.22972426775319096,12,-169.1972548364469,363.81916720714037,11.43326206475001,0.00120684330532539,osm_final_df_2021_2022,fox
1000 meter buffer,-4.423257079651113,+,-0.2049562280730713,0.5975676913806139,-0.04113826486423511,0.5440339086124704,0.13011716150721478,-0.9246713201768764,-0.2719116654669033,-0.06702761540013728,-0.6733136486576008,-0.15839665171258063,12,-169.24430811048512,363.91327375521684,11.527368612826479,0.00115137264857286,osm_final_df_2021_2022,fox
2750 meter buffer,-4.16572498778831,+,0.04746970622930021,0.669547146977319,-0.11748635746840633,0.5551105506072841,-0.05390799174591706,-0.293169390772654,-0.6556688736150209,0.11087353873094395,-0.6456739485755532,-0.1508334377580523,12,-170.52747272983868,366.47960299392395,14.093697851533591,0.000319113072004962,osm_final_df_2021_2022,fox
500 meter buffer,-4.3315847817041355,+,-0.11916259373166946,0.6214100974060972,0.3655288100846467,0.3195531947001673,0.3638426901034835,-0.34869970580266857,-0.2527238625316198,-0.17335081826284116,-0.6186467424632082,0.22432380752437153,12,-170.87165817826593,367.16797389077846,14.782068748388099,0.000226186538235637,osm_final_df_2021_2022,fox
3500 meter buffer,-4.159307101475084,+,3.266239868175756e-5,0.6637445885149166,-0.20005475001250597,0.5829544464683248,-0.2536848053270291,-0.05723366874761712,-0.698194908915676,0.040427737512115244,-0.4202069475885805,-0.2561072329422879,12,-170.93523636575455,367.2951302657557,14.909225123365331,0.000212253616042368,osm_final_df_2021_2022,fox
3000 meter buffer,-4.150422780255126,+,0.053388193684485954,0.6574876381505201,-0.13367495640497792,0.5417044528689282,-0.10820973684487613,-0.18213744827652065,-0.6493256744250226,0.10274153991372172,-0.5829770935656892,-0.16998766278145946,12,-171.40534067399915,368.2353388822449,15.849433739854533,0.000132645154772807,osm_final_df_2021_2022,fox
3250 meter buffer,-4.148093812129646,+,0.03464357350888788,0.5885693469791629,-0.1351195680584507,0.587490052087651,-0.1390492844265685,-0.17195933665560287,-0.7082678378270792,0.0882408470651485,-0.44965559213336775,-0.10652837247514672,12,-171.86588261048541,369.1564227552174,16.770517612827064,8.36913491760127e-05,osm_final_df_2021_2022,fox
750 meter buffer,-4.350466590613392,+,-0.225696612341178,0.4363296162968013,0.11421495157869321,0.5122062340253412,0.22146424184701555,-0.3705967375234487,-0.16543996195263846,-0.052969716430917906,-0.6205386879210228,-0.164125980385524,12,-172.44037433116037,370.30540619656733,17.919501054176976,4.71174724101214e-05,osm_final_df_2021_2022,fox
250 meter buffer,-4.314438146915636,+,-0.07558659980191035,0.5478318683908387,0.14059909655296574,0.29979057654546065,0.19256216981526356,-0.4046851214638884,0.04142460928926525,-0.087317738541518,-0.8328835928653382,0.11473475734394732,12,-173.42573969377736,372.2761369218013,19.890231779410954,1.75890849038292e-05,osm_final_df_2021_2022,fox
1500 meter buffer,-0.21180179782892183,+,-0.08697915041535743,-0.18343654716910707,-0.06969916147770615,0.14372746895638616,0.3569560715780633,0.04693083658679652,-0.45471725805596325,-0.08996000951931225,0.16851613226290024,0.35761340950558135,12,-559.5355745709126,1144.4958066760717,0,0.233694540922049,osm_final_df_2021_2022,deer
